 additive_.C3_electrostatic_charge , additive_.C5_electrostatic_charge , aryl_halide_.C1_NMR_shift , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , base_surface_area , ligand_.C12_electrostatic_charge , ligand_.C5_electrostatic_charge , ligand_.C9_electrostatic_charge , ligand_V3_frequency , yield 
-0.780231,-0.070762,0.556549,0.27445,-0.452184,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,3.92
-0.780231,-0.070762,0.553146,0.331488,-0.45006,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,15.4
-0.780231,-0.070762,-0.66387,0.306098,2.202713,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,22.45
-0.780231,-0.070762,0.608885,0.208472,-0.388744,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,23.69
-0.780231,-0.070762,0.615098,0.27749,-0.390691,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,42.69
-0.780231,-0.070762,-2.887677,1.276634,0.731575,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,54.83
-0.780231,-0.070762,0.557348,0.378334,-0.501466,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,6.35
-0.780231,-0.070762,0.555311,0.434656,-0.496954,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,14.16
-0.780231,-0.070762,-0.645694,-3.000127,2.394801,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,17.38
1.463551,-0.548105,0.570986,0.28035,-0.467225,1.386635,-0.120792,-1.081315,-0.492467,1.675731,3.61
1.463551,-0.548105,0.568563,0.336673,-0.467402,1.386635,-0.120792,-1.081315,-0.492467,1.675731,35.08
1.463551,-0.548105,0.33689,0.080986,0.067187,1.386635,-0.120792,-1.081315,-0.492467,1.675731,43.32
1.463551,-0.548105,0.534041,0.345971,-0.54314,1.386635,-0.120792,-1.081315,-0.492467,1.675731,29.3
1.463551,-0.548105,-1.402122,-1.624068,-1.057556,1.386635,-0.120792,-1.081315,-0.492467,1.675731,37.57
1.463551,-0.548105,0.556549,0.27445,-0.452184,1.386635,-0.120792,-1.081315,-0.492467,1.675731,0.96
1.463551,-0.548105,0.553146,0.331488,-0.45006,1.386635,-0.120792,-1.081315,-0.492467,1.675731,59.02
1.463551,-0.548105,-0.66387,0.306098,2.202713,1.386635,-0.120792,-1.081315,-0.492467,1.675731,70.97
1.463551,-0.548105,0.608885,0.208472,-0.388744,1.386635,-0.120792,-1.081315,-0.492467,1.675731,35.14
1.463551,-0.548105,0.615098,0.27749,-0.390691,1.386635,-0.120792,-1.081315,-0.492467,1.675731,37.65
1.463551,-0.548105,-2.887677,1.276634,0.731575,1.386635,-0.120792,-1.081315,-0.492467,1.675731,51.1
1.463551,-0.548105,0.557348,0.378334,-0.501466,1.386635,-0.120792,-1.081315,-0.492467,1.675731,3.96
1.463551,-0.548105,0.555311,0.434656,-0.496954,1.386635,-0.120792,-1.081315,-0.492467,1.675731,31.93
1.463551,-0.548105,-0.645694,-3.000127,2.394801,1.386635,-0.120792,-1.081315,-0.492467,1.675731,48.71
1.463551,-0.548105,0.570986,0.28035,-0.467225,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,5.01
1.463551,-0.548105,0.568563,0.336673,-0.467402,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,35.09
1.463551,-0.548105,0.33689,0.080986,0.067187,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,41.25
1.463551,-0.548105,0.534041,0.345971,-0.54314,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,13.98
1.463551,-0.548105,-1.402122,-1.624068,-1.057556,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,18.9
1.463551,-0.548105,0.556549,0.27445,-0.452184,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,0.71
1.463551,-0.548105,0.553146,0.331488,-0.45006,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,32.63
1.463551,-0.548105,-0.66387,0.306098,2.202713,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,31.82
1.463551,-0.548105,0.608885,0.208472,-0.388744,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,30.43
1.463551,-0.548105,0.615098,0.27749,-0.390691,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,53.64
1.463551,-0.548105,-2.887677,1.276634,0.731575,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,59.48
1.463551,-0.548105,0.557348,0.378334,-0.501466,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,2.01
1.463551,-0.548105,0.555311,0.434656,-0.496954,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,26.51
1.463551,-0.548105,-0.645694,-3.000127,2.394801,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,36.85
1.463551,-0.548105,0.570986,0.28035,-0.467225,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,4.82
1.463551,-0.548105,0.568563,0.336673,-0.467402,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,34.81
1.463551,-0.548105,0.33689,0.080986,0.067187,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,46.63
1.463551,-0.548105,0.534041,0.345971,-0.54314,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,11.74
1.463551,-0.548105,-1.402122,-1.624068,-1.057556,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,26.65
1.463551,-0.548105,0.556549,0.27445,-0.452184,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,0.55
1.463551,-0.548105,0.553146,0.331488,-0.45006,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,35.87
1.463551,-0.548105,-0.66387,0.306098,2.202713,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,68.84
1.463551,-0.548105,0.608885,0.208472,-0.388744,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,33.88
1.463551,-0.548105,0.615098,0.27749,-0.390691,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,63.07
1.463551,-0.548105,-2.887677,1.276634,0.731575,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,70.63
1.463551,-0.548105,0.557348,0.378334,-0.501466,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,2.48
1.463551,-0.548105,0.555311,0.434656,-0.496954,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,31.68
1.463551,-0.548105,-0.645694,-3.000127,2.394801,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,46.01
-0.526901,1.338537,0.570986,0.28035,-0.467225,1.386635,-0.120792,-1.081315,-0.492467,1.675731,22.17
-0.526901,1.338537,0.568563,0.336673,-0.467402,1.386635,-0.120792,-1.081315,-0.492467,1.675731,23.21
-0.526901,1.338537,0.33689,0.080986,0.067187,1.386635,-0.120792,-1.081315,-0.492467,1.675731,34.75
-0.526901,1.338537,0.539816,0.291794,-0.545883,1.386635,-0.120792,-1.081315,-0.492467,1.675731,0.95
-0.526901,1.338537,0.534041,0.345971,-0.54314,1.386635,-0.120792,-1.081315,-0.492467,1.675731,16.65
-0.526901,1.338537,-1.402122,-1.624068,-1.057556,1.386635,-0.120792,-1.081315,-0.492467,1.675731,20
-0.526901,1.338537,0.556549,0.27445,-0.452184,1.386635,-0.120792,-1.081315,-0.492467,1.675731,4.99
-0.526901,1.338537,0.553146,0.331488,-0.45006,1.386635,-0.120792,-1.081315,-0.492467,1.675731,54
-0.526901,1.338537,-0.66387,0.306098,2.202713,1.386635,-0.120792,-1.081315,-0.492467,1.675731,57.38
-0.526901,1.338537,0.608885,0.208472,-0.388744,1.386635,-0.120792,-1.081315,-0.492467,1.675731,22.61
-0.526901,1.338537,0.615098,0.27749,-0.390691,1.386635,-0.120792,-1.081315,-0.492467,1.675731,28.75
-0.526901,1.338537,-2.887677,1.276634,0.731575,1.386635,-0.120792,-1.081315,-0.492467,1.675731,26.99
-0.526901,1.338537,0.557348,0.378334,-0.501466,1.386635,-0.120792,-1.081315,-0.492467,1.675731,20.86
-0.526901,1.338537,0.555311,0.434656,-0.496954,1.386635,-0.120792,-1.081315,-0.492467,1.675731,20.73
-0.526901,1.338537,-0.645694,-3.000127,2.394801,1.386635,-0.120792,-1.081315,-0.492467,1.675731,30.87
-0.526901,1.338537,0.570986,0.28035,-0.467225,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,20.36
-0.526901,1.338537,0.568563,0.336673,-0.467402,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,38.92
-0.526901,1.338537,0.33689,0.080986,0.067187,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,41.7
-0.526901,1.338537,0.539816,0.291794,-0.545883,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,0.94
-0.526901,1.338537,0.534041,0.345971,-0.54314,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,14.9
-0.526901,1.338537,-1.402122,-1.624068,-1.057556,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,19.6
-0.526901,1.338537,0.556549,0.27445,-0.452184,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,4.18
-0.526901,1.338537,0.553146,0.331488,-0.45006,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,39.01
-0.526901,1.338537,-0.66387,0.306098,2.202713,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,37.17
-0.526901,1.338537,0.608885,0.208472,-0.388744,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,31.62
-0.526901,1.338537,0.615098,0.27749,-0.390691,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,51.22
-0.526901,1.338537,-2.887677,1.276634,0.731575,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,57.55
-0.526901,1.338537,0.557348,0.378334,-0.501466,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,16.17
-0.526901,1.338537,0.555311,0.434656,-0.496954,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,26.59
-0.526901,1.338537,-0.645694,-3.000127,2.394801,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,40.41
-0.526901,1.338537,0.570986,0.28035,-0.467225,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,16.97
-0.526901,1.338537,0.568563,0.336673,-0.467402,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,34.38
-0.526901,1.338537,0.33689,0.080986,0.067187,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,43.58
-0.526901,1.338537,0.539816,0.291794,-0.545883,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,0.83
-0.526901,1.338537,0.534041,0.345971,-0.54314,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,13.34
-0.526901,1.338537,-1.402122,-1.624068,-1.057556,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,26.96
-0.526901,1.338537,0.556549,0.27445,-0.452184,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,4.21
-0.526901,1.338537,0.553146,0.331488,-0.45006,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,39.8
-0.526901,1.338537,-0.66387,0.306098,2.202713,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,66.76
-0.526901,1.338537,0.608885,0.208472,-0.388744,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,38.14
-0.526901,1.338537,0.615098,0.27749,-0.390691,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,56.52
-0.526901,1.338537,-2.887677,1.276634,0.731575,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,67.97
-0.526901,1.338537,0.557348,0.378334,-0.501466,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,13.29
-0.526901,1.338537,0.555311,0.434656,-0.496954,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,32.52
-0.526901,1.338537,-0.645694,-3.000127,2.394801,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,47.33
-0.780231,-0.070762,0.570986,0.28035,-0.467225,1.386635,-1.437447,-0.906121,1.691782,-0.427414,15.42
-0.780231,-0.070762,0.568563,0.336673,-0.467402,1.386635,-1.437447,-0.906121,1.691782,-0.427414,18.97
-0.780231,-0.070762,0.33689,0.080986,0.067187,1.386635,-1.437447,-0.906121,1.691782,-0.427414,16.82
-0.780231,-0.070762,0.539816,0.291794,-0.545883,1.386635,-1.437447,-0.906121,1.691782,-0.427414,2.66
-0.780231,-0.070762,0.534041,0.345971,-0.54314,1.386635,-1.437447,-0.906121,1.691782,-0.427414,16.05
-0.780231,-0.070762,-1.402122,-1.624068,-1.057556,1.386635,-1.437447,-0.906121,1.691782,-0.427414,21.98
-0.780231,-0.070762,0.556549,0.27445,-0.452184,1.386635,-1.437447,-0.906121,1.691782,-0.427414,7.64
-0.780231,-0.070762,0.553146,0.331488,-0.45006,1.386635,-1.437447,-0.906121,1.691782,-0.427414,28.39
-0.780231,-0.070762,-0.66387,0.306098,2.202713,1.386635,-1.437447,-0.906121,1.691782,-0.427414,26.67
-0.780231,-0.070762,0.608885,0.208472,-0.388744,1.386635,-1.437447,-0.906121,1.691782,-0.427414,29.98
-0.780231,-0.070762,0.615098,0.27749,-0.390691,1.386635,-1.437447,-0.906121,1.691782,-0.427414,36.31
-0.780231,-0.070762,-2.887677,1.276634,0.731575,1.386635,-1.437447,-0.906121,1.691782,-0.427414,36.59
-0.780231,-0.070762,0.557348,0.378334,-0.501466,1.386635,-1.437447,-0.906121,1.691782,-0.427414,10.54
-0.780231,-0.070762,0.555311,0.434656,-0.496954,1.386635,-1.437447,-0.906121,1.691782,-0.427414,26.26
-0.780231,-0.070762,-0.645694,-3.000127,2.394801,1.386635,-1.437447,-0.906121,1.691782,-0.427414,28.59
-0.780231,-0.070762,0.570986,0.28035,-0.467225,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,16.88
-0.780231,-0.070762,0.568563,0.336673,-0.467402,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,41.3
-0.780231,-0.070762,0.33689,0.080986,0.067187,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,43.73
-0.780231,-0.070762,0.539816,0.291794,-0.545883,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,0.66
-0.780231,-0.070762,0.534041,0.345971,-0.54314,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,33.63
-0.780231,-0.070762,-1.402122,-1.624068,-1.057556,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,41.49
-0.780231,-0.070762,0.556549,0.27445,-0.452184,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,2.6
-0.780231,-0.070762,0.553146,0.331488,-0.45006,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,66.02
-0.780231,-0.070762,-0.66387,0.306098,2.202713,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,72.39
-0.780231,-0.070762,0.608885,0.208472,-0.388744,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,68.85
-0.780231,-0.070762,0.615098,0.27749,-0.390691,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,82.18
-0.780231,-0.070762,-2.887677,1.276634,0.731575,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,80.59
-0.780231,-0.070762,0.557348,0.378334,-0.501466,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,15.19
-0.780231,-0.070762,0.555311,0.434656,-0.496954,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,83.87
-0.780231,-0.070762,-0.645694,-3.000127,2.394801,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,86
-0.780231,-0.070762,0.570986,0.28035,-0.467225,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,30.01
-0.780231,-0.070762,0.568563,0.336673,-0.467402,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,51.4
-0.780231,-0.070762,0.33689,0.080986,0.067187,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,50.14
-0.780231,-0.070762,0.539816,0.291794,-0.545883,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,2.94
-0.780231,-0.070762,0.534041,0.345971,-0.54314,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,34.96
-0.780231,-0.070762,-1.402122,-1.624068,-1.057556,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,51.01
-0.780231,-0.070762,0.556549,0.27445,-0.452184,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,15.32
-0.780231,-0.070762,0.553146,0.331488,-0.45006,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,81.57
-0.780231,-0.070762,-0.66387,0.306098,2.202713,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,77.57
-0.780231,-0.070762,0.608885,0.208472,-0.388744,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,86.69
-0.780231,-0.070762,0.615098,0.27749,-0.390691,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,92.91
-0.780231,-0.070762,-2.887677,1.276634,0.731575,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,97.57
-0.780231,-0.070762,0.557348,0.378334,-0.501466,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,35.56
-0.780231,-0.070762,0.555311,0.434656,-0.496954,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,98.73
-0.780231,-0.070762,-0.645694,-3.000127,2.394801,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,98.29
1.463551,-0.548105,0.570986,0.28035,-0.467225,1.386635,-1.437447,-0.906121,1.691782,-0.427414,5.98
1.463551,-0.548105,0.568563,0.336673,-0.467402,1.386635,-1.437447,-0.906121,1.691782,-0.427414,50.58
1.463551,-0.548105,0.33689,0.080986,0.067187,1.386635,-1.437447,-0.906121,1.691782,-0.427414,45.08
1.463551,-0.548105,0.534041,0.345971,-0.54314,1.386635,-1.437447,-0.906121,1.691782,-0.427414,42.12
1.463551,-0.548105,-1.402122,-1.624068,-1.057556,1.386635,-1.437447,-0.906121,1.691782,-0.427414,49.11
1.463551,-0.548105,0.556549,0.27445,-0.452184,1.386635,-1.437447,-0.906121,1.691782,-0.427414,0.71
1.463551,-0.548105,0.553146,0.331488,-0.45006,1.386635,-1.437447,-0.906121,1.691782,-0.427414,70.86
1.463551,-0.548105,-0.66387,0.306098,2.202713,1.386635,-1.437447,-0.906121,1.691782,-0.427414,66.45
1.463551,-0.548105,0.608885,0.208472,-0.388744,1.386635,-1.437447,-0.906121,1.691782,-0.427414,65.94
1.463551,-0.548105,0.615098,0.27749,-0.390691,1.386635,-1.437447,-0.906121,1.691782,-0.427414,66.07
1.463551,-0.548105,-2.887677,1.276634,0.731575,1.386635,-1.437447,-0.906121,1.691782,-0.427414,66.21
1.463551,-0.548105,0.557348,0.378334,-0.501466,1.386635,-1.437447,-0.906121,1.691782,-0.427414,6.11
1.463551,-0.548105,0.555311,0.434656,-0.496954,1.386635,-1.437447,-0.906121,1.691782,-0.427414,67.82
1.463551,-0.548105,-0.645694,-3.000127,2.394801,1.386635,-1.437447,-0.906121,1.691782,-0.427414,72.63
1.463551,-0.548105,0.570986,0.28035,-0.467225,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,7.84
1.463551,-0.548105,0.568563,0.336673,-0.467402,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,46.75
1.463551,-0.548105,0.33689,0.080986,0.067187,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,46.26
1.463551,-0.548105,0.534041,0.345971,-0.54314,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,37.03
1.463551,-0.548105,-1.402122,-1.624068,-1.057556,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,43.7
1.463551,-0.548105,0.556549,0.27445,-0.452184,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,0.6
1.463551,-0.548105,0.553146,0.331488,-0.45006,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,70.55
1.463551,-0.548105,-0.66387,0.306098,2.202713,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,80.9
1.463551,-0.548105,0.608885,0.208472,-0.388744,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,70.21
1.463551,-0.548105,0.615098,0.27749,-0.390691,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,83.09
1.463551,-0.548105,-2.887677,1.276634,0.731575,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,85.14
1.463551,-0.548105,0.557348,0.378334,-0.501466,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,3.15
1.463551,-0.548105,0.555311,0.434656,-0.496954,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,78.08
1.463551,-0.548105,-0.645694,-3.000127,2.394801,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,82.14
1.463551,-0.548105,0.570986,0.28035,-0.467225,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,7.78
1.463551,-0.548105,0.568563,0.336673,-0.467402,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,53.6
1.463551,-0.548105,0.33689,0.080986,0.067187,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,51.76
1.463551,-0.548105,0.534041,0.345971,-0.54314,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,49.61
1.463551,-0.548105,-1.402122,-1.624068,-1.057556,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,53.68
1.463551,-0.548105,0.556549,0.27445,-0.452184,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,0.65
1.463551,-0.548105,0.553146,0.331488,-0.45006,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,86.6
1.463551,-0.548105,-0.66387,0.306098,2.202713,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,84.9
1.463551,-0.548105,0.608885,0.208472,-0.388744,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,91.39
1.463551,-0.548105,0.615098,0.27749,-0.390691,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,97.29
1.463551,-0.548105,-2.887677,1.276634,0.731575,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,99.62
1.463551,-0.548105,0.557348,0.378334,-0.501466,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,4.17
1.463551,-0.548105,0.555311,0.434656,-0.496954,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,92.57
1.463551,-0.548105,-0.645694,-3.000127,2.394801,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,94.69
-0.526901,1.338537,0.570986,0.28035,-0.467225,1.386635,-1.437447,-0.906121,1.691782,-0.427414,45.05
-0.526901,1.338537,0.568563,0.336673,-0.467402,1.386635,-1.437447,-0.906121,1.691782,-0.427414,45.78
-0.526901,1.338537,0.33689,0.080986,0.067187,1.386635,-1.437447,-0.906121,1.691782,-0.427414,44.65
-0.526901,1.338537,0.539816,0.291794,-0.545883,1.386635,-1.437447,-0.906121,1.691782,-0.427414,0.92
-0.526901,1.338537,0.534041,0.345971,-0.54314,1.386635,-1.437447,-0.906121,1.691782,-0.427414,44.56
-0.526901,1.338537,-1.402122,-1.624068,-1.057556,1.386635,-1.437447,-0.906121,1.691782,-0.427414,43.36
-0.526901,1.338537,0.556549,0.27445,-0.452184,1.386635,-1.437447,-0.906121,1.691782,-0.427414,3.42
-0.526901,1.338537,0.553146,0.331488,-0.45006,1.386635,-1.437447,-0.906121,1.691782,-0.427414,72.85
