 additive_.C4_NMR_shift , additive_.C4_electrostatic_charge , additive_.C5_electrostatic_charge , additive_E_HOMO , additive_E_LUMO , additive_V1_intensity , additive_dipole_moment , additive_molecular_volume , additive_ovality , aryl_halide_.C1_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.H2_electrostatic_charge , aryl_halide_E_HOMO , aryl_halide_V2_frequency , aryl_halide_V2_intensity , aryl_halide_electronegativity , aryl_halide_molecular_volume , aryl_halide_molecular_weight , aryl_halide_ovality , base_E_HOMO , base_electronegativity , base_surface_area , ligand_.C10_NMR_shift , ligand_.C11_electrostatic_charge , ligand_.C13_NMR_shift , ligand_.C13_electrostatic_charge , ligand_.C14_electrostatic_charge , ligand_.C15_NMR_shift , ligand_.C15_electrostatic_charge , ligand_.C16_NMR_shift , ligand_.C16_electrostatic_charge , ligand_.C17_NMR_shift , ligand_.C17_electrostatic_charge , ligand_.C3_NMR_shift , ligand_.C5_NMR_shift , ligand_.C8_NMR_shift , ligand_.C8_electrostatic_charge , ligand_.C9_NMR_shift , ligand_.H11_NMR_shift , ligand_.H11_electrostatic_charge , ligand_.H4_electrostatic_charge , ligand_.H9_electrostatic_charge , ligand_.P1_electrostatic_charge , ligand_V10_intensity , ligand_V3_frequency , ligand_V3_intensity , ligand_V4_frequency , ligand_V5_frequency , ligand_V6_frequency , ligand_V6_intensity , ligand_V9_frequency , ligand_V9_intensity , yield 
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.534041,-0.54314,-0.255992,-3.695459,3.314976,2.602441,3.695162,0.487118,0.032177,0.479012,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,3.87
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,-1.402122,-1.057556,-0.799551,0.29114,0.206843,2.043338,-0.295399,0.833649,1.084348,0.722752,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,7.02
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.556549,-0.452184,1.088599,0.277558,0.416006,-0.519403,-0.295399,0.748404,-1.007165,0.811385,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,2.85
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.553146,-0.45006,-0.112951,0.278178,-0.839555,-0.52086,-0.295399,0.976398,-0.011861,0.98865,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,18.87
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,-0.66387,2.202713,-0.685117,0.28197,-0.847995,-0.521092,-0.282358,1.322929,1.040198,1.232389,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,25.07
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.608885,-0.388744,1.918241,0.260942,-0.299728,-0.452077,-0.256275,-1.431666,-1.613133,-1.40443,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,21.67
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.615098,-0.390691,0.859733,0.263562,-0.374495,-0.370445,-0.256275,-1.200645,-0.617829,-1.160691,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,48.49
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,-2.887677,0.731575,0.831124,0.271215,-0.479017,-0.241722,-0.269317,-0.850079,0.43423,-0.894793,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,58.61
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.557348,-0.501466,-0.170167,0.260942,-0.605928,-0.514799,-0.256275,-1.429649,-1.613133,-1.426589,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,4.17
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.555311,-0.496954,-1.228676,0.262942,-0.647841,-0.51821,-0.256275,-1.201654,-0.617829,-1.205007,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,11.38
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,-0.645694,2.394801,-1.886667,0.269147,-0.716429,-0.517714,-0.269317,-0.854114,0.43423,-0.939109,-1.257498,1.403618,-0.413591,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,24.42
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.570986,-0.467225,1.002774,0.258598,0.293298,-0.414821,-0.256275,0.507799,-0.1129,0.634119,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,14.97
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.568563,-0.467402,-0.227384,0.260804,0.254299,-0.438797,-0.256275,0.735289,0.882404,0.833543,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,30.29
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.33689,0.067187,-0.713726,0.267078,0.209824,-0.46231,-0.256275,1.082324,1.934463,1.055124,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,39.58
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.539816,-0.545883,0.831124,0.289347,0.286935,1.281066,-0.295399,0.260132,-0.963015,0.279589,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,0.34
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.534041,-0.54314,-0.255992,-3.695459,3.314976,2.602441,3.695162,0.487118,0.032177,0.479012,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,3.12
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,-1.402122,-1.057556,-0.799551,0.29114,0.206843,2.043338,-0.295399,0.833649,1.084348,0.722752,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,5.14
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.556549,-0.452184,1.088599,0.277558,0.416006,-0.519403,-0.295399,0.748404,-1.007165,0.811385,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,3.92
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.553146,-0.45006,-0.112951,0.278178,-0.839555,-0.52086,-0.295399,0.976398,-0.011861,0.98865,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,15.4
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,-0.66387,2.202713,-0.685117,0.28197,-0.847995,-0.521092,-0.282358,1.322929,1.040198,1.232389,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,22.45
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.608885,-0.388744,1.918241,0.260942,-0.299728,-0.452077,-0.256275,-1.431666,-1.613133,-1.40443,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,23.69
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,0.615098,-0.390691,0.859733,0.263562,-0.374495,-0.370445,-0.256275,-1.200645,-0.617829,-1.160691,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,42.69
-0.752083,0.000003,-0.070762,0.58013,-0.398669,-0.603721,-0.438111,-0.063759,-0.443595,-2.887677,0.731575,0.831124,0.271215,-0.479017,-0.241722,-0.269317,-0.850079,0.43423,-0.894793,0.042292,-0.457047,-0.949447,0.263884,0.957226,-0.462761,-1.37714,0.230766,-0.005036,-0.27466,0.070231,-1.591601,-0.651927,-1.325368,1.01399,-1.087005,-0.859707,0.674433,0.780026,1.142689,0.264945,-1.058716,-0.895436,1.258717,1.756769,1.675731,-1.481912,-0.569719,-0.396509,1.323771,-1.305512,-0.157776,1.066551,54.83
