 additive_.C4_NMR_shift , additive_.C4_electrostatic_charge , additive_V1_intensity , additive_hardness , additive_molecular_weight , additive_ovality , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.H2_electrostatic_charge , aryl_halide_V2_intensity , aryl_halide_molecular_volume , base_E_HOMO , base_hardness , base_molecular_weight , ligand_.C12_electrostatic_charge , ligand_.C17_electrostatic_charge , ligand_.C1_electrostatic_charge , ligand_.H11_NMR_shift , ligand_.H9_electrostatic_charge , yield 
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,1.276634,0.731575,0.831124,-0.241722,-0.850079,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,51.1
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,3.96
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,31.93
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,48.71
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.28035,-0.467225,1.002774,-0.414821,0.507799,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,5.01
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.336673,-0.467402,-0.227384,-0.438797,0.735289,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,35.09
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.080986,0.067187,-0.713726,-0.46231,1.082324,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,41.25
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.345971,-0.54314,-0.255992,2.602441,0.487118,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,13.98
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-1.624068,-1.057556,-0.799551,2.043338,0.833649,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,18.9
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.27445,-0.452184,1.088599,-0.519403,0.748404,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,0.71
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.331488,-0.45006,-0.112951,-0.52086,0.976398,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,32.63
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.306098,2.202713,-0.685117,-0.521092,1.322929,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,31.82
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.208472,-0.388744,1.918241,-0.452077,-1.431666,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,30.43
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.27749,-0.390691,0.859733,-0.370445,-1.200645,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,53.64
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,1.276634,0.731575,0.831124,-0.241722,-0.850079,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,59.48
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,2.01
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,26.51
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,36.85
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.28035,-0.467225,1.002774,-0.414821,0.507799,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,4.82
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.336673,-0.467402,-0.227384,-0.438797,0.735289,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,34.81
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.080986,0.067187,-0.713726,-0.46231,1.082324,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,46.63
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.345971,-0.54314,-0.255992,2.602441,0.487118,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,11.74
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-1.624068,-1.057556,-0.799551,2.043338,0.833649,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,26.65
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.27445,-0.452184,1.088599,-0.519403,0.748404,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,0.55
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.331488,-0.45006,-0.112951,-0.52086,0.976398,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,35.87
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.306098,2.202713,-0.685117,-0.521092,1.322929,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,68.84
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.208472,-0.388744,1.918241,-0.452077,-1.431666,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,33.88
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.27749,-0.390691,0.859733,-0.370445,-1.200645,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,63.07
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,1.276634,0.731575,0.831124,-0.241722,-0.850079,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,70.63
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,2.48
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,31.68
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,46.01
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.28035,-0.467225,1.002774,-0.414821,0.507799,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,22.17
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.336673,-0.467402,-0.227384,-0.438797,0.735289,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,23.21
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.080986,0.067187,-0.713726,-0.46231,1.082324,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,34.75
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.291794,-0.545883,0.831124,1.281066,0.260132,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,0.95
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.345971,-0.54314,-0.255992,2.602441,0.487118,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,16.65
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-1.624068,-1.057556,-0.799551,2.043338,0.833649,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,20
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27445,-0.452184,1.088599,-0.519403,0.748404,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,4.99
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.331488,-0.45006,-0.112951,-0.52086,0.976398,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,54
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.306098,2.202713,-0.685117,-0.521092,1.322929,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,57.38
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.208472,-0.388744,1.918241,-0.452077,-1.431666,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,22.61
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27749,-0.390691,0.859733,-0.370445,-1.200645,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,28.75
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,1.276634,0.731575,0.831124,-0.241722,-0.850079,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,26.99
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,20.86
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,20.73
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,1.203806,-0.718434,1.415642,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,30.87
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.28035,-0.467225,1.002774,-0.414821,0.507799,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,20.36
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.336673,-0.467402,-0.227384,-0.438797,0.735289,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,38.92
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.080986,0.067187,-0.713726,-0.46231,1.082324,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,41.7
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.291794,-0.545883,0.831124,1.281066,0.260132,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,0.94
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.345971,-0.54314,-0.255992,2.602441,0.487118,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,14.9
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-1.624068,-1.057556,-0.799551,2.043338,0.833649,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,19.6
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27445,-0.452184,1.088599,-0.519403,0.748404,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,4.18
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.331488,-0.45006,-0.112951,-0.52086,0.976398,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,39.01
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.306098,2.202713,-0.685117,-0.521092,1.322929,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,37.17
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.208472,-0.388744,1.918241,-0.452077,-1.431666,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,31.62
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27749,-0.390691,0.859733,-0.370445,-1.200645,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,51.22
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,1.276634,0.731575,0.831124,-0.241722,-0.850079,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,57.55
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,16.17
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,26.59
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,-1.257498,-0.718434,-0.590997,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,40.41
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.28035,-0.467225,1.002774,-0.414821,0.507799,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,16.97
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.336673,-0.467402,-0.227384,-0.438797,0.735289,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,34.38
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.080986,0.067187,-0.713726,-0.46231,1.082324,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,43.58
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.291794,-0.545883,0.831124,1.281066,0.260132,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,0.83
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.345971,-0.54314,-0.255992,2.602441,0.487118,0.042292,1.391542,-0.806544,-0.120792,-1.325368,-0.824471,1.142689,-0.895436,13.34
