 additive_.C5_NMR_shift , additive_.C5_electrostatic_charge , additive_.N1_electrostatic_charge , additive_electronegativity , additive_ovality , additive_surface_area , aryl_halide_.C1_NMR_shift , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.H3_electrostatic_charge , aryl_halide_V2_frequency , aryl_halide_V2_intensity , aryl_halide_V3_frequency , aryl_halide_hardness , base_.N1_electrostatic_charge , base_electronegativity , ligand_.C10_NMR_shift , ligand_.C11_electrostatic_charge , ligand_.C12_electrostatic_charge , ligand_.C17_NMR_shift , ligand_.C1_electrostatic_charge , ligand_.C6_NMR_shift , ligand_.C6_electrostatic_charge , ligand_.C9_NMR_shift , ligand_.H11_electrostatic_charge , ligand_.H9_NMR_shift , ligand_.H9_electrostatic_charge , ligand_V10_frequency , ligand_V10_intensity , ligand_V1_intensity , ligand_V3_frequency , ligand_V6_intensity , yield 
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,38.16
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.539816,0.291794,-0.545883,1.122389,0.286935,1.281066,0.48661,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,0.46
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,3.87
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,7.02
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.556549,0.27445,-0.452184,-0.282045,0.416006,-0.519403,0.170985,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,2.85
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,18.87
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,25.07
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,21.67
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,48.49
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,58.61
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,4.17
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,11.38
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,-0.645694,-3.000127,2.394801,1.070373,-0.716429,-0.517714,-1.137711,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,24.42
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,14.97
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.568563,0.336673,-0.467402,0.238116,0.254299,-0.438797,0.522362,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,30.29
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,39.58
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.539816,0.291794,-0.545883,1.122389,0.286935,1.281066,0.48661,-0.280068,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,0.34
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,3.12
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,5.14
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.556549,0.27445,-0.452184,-0.282045,0.416006,-0.519403,0.170985,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,3.92
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,15.4
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,22.45
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,23.69
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,42.69
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,54.83
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,6.35
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,14.16
1.049181,-0.070762,0.264299,-0.211027,-0.443595,-0.163622,-0.645694,-3.000127,2.394801,1.070373,-0.716429,-0.517714,-1.137711,-0.265452,1.374737,-0.457047,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,17.38
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,3.61
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.568563,0.336673,-0.467402,0.238116,0.254299,-0.438797,0.522362,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,35.08
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,43.32
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,29.3
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,37.57
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.556549,0.27445,-0.452184,-0.282045,0.416006,-0.519403,0.170985,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,0.96
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,59.02
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,70.97
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,35.14
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,37.65
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,51.1
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,3.96
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,31.93
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,-0.645694,-3.000127,2.394801,1.070373,-0.716429,-0.517714,-1.137711,-0.265452,-0.519769,-0.922213,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,48.71
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,5.01
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.568563,0.336673,-0.467402,0.238116,0.254299,-0.438797,0.522362,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,35.09
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,41.25
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,13.98
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,18.9
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.556549,0.27445,-0.452184,-0.282045,0.416006,-0.519403,0.170985,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,0.71
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,32.63
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,31.82
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,30.43
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,53.64
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,59.48
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,2.01
-0.138984,-0.548105,-0.507097,1.535341,0.651549,0.123556,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,-0.901301,1.403618,0.263884,0.957226,-0.120792,-0.651927,-0.824471,0.531409,1.513452,0.780026,0.264945,-0.653141,-0.895436,1.721359,1.756769,-0.061407,1.675731,-1.305512,26.51
