 additive_.C3_electrostatic_charge , additive_E_LUMO , additive_molecular_weight , additive_ovality , aryl_halide_.C1_NMR_shift , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_E_LUMO , aryl_halide_V2_intensity , aryl_halide_hardness , aryl_halide_ovality , base_hardness , ligand_.C11_electrostatic_charge , ligand_.C15_electrostatic_charge , ligand_.C16_electrostatic_charge , ligand_.C17_NMR_shift , ligand_.C17_electrostatic_charge , ligand_.C5_NMR_shift , ligand_.C8_electrostatic_charge , ligand_.H11_electrostatic_charge , ligand_.P1_electrostatic_charge , ligand_V1_intensity , ligand_V2_intensity , ligand_V3_frequency , ligand_V5_frequency , ligand_V7_intensity , ligand_V8_intensity , yield 
-0.780231,-0.398669,-0.20607,-0.443595,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,15.24
-0.780231,-0.398669,-0.20607,-0.443595,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,19.59
-0.780231,-0.398669,-0.20607,-0.443595,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,7.79
-0.780231,-0.398669,-0.20607,-0.443595,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,9.68
-0.780231,-0.398669,-0.20607,-0.443595,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,13.18
-0.780231,-0.398669,-0.20607,-0.443595,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,14.02
-0.780231,-0.398669,-0.20607,-0.443595,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,30.59
-0.780231,-0.398669,-0.20607,-0.443595,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,38.16
-0.780231,-0.398669,-0.20607,-0.443595,0.539816,0.291794,-0.545883,0.523224,1.281066,-0.280068,0.279589,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,0.46
-0.780231,-0.398669,-0.20607,-0.443595,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,3.87
-0.780231,-0.398669,-0.20607,-0.443595,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,7.02
-0.780231,-0.398669,-0.20607,-0.443595,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,2.85
-0.780231,-0.398669,-0.20607,-0.443595,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,18.87
-0.780231,-0.398669,-0.20607,-0.443595,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,25.07
-0.780231,-0.398669,-0.20607,-0.443595,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,21.67
-0.780231,-0.398669,-0.20607,-0.443595,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,48.49
-0.780231,-0.398669,-0.20607,-0.443595,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,58.61
-0.780231,-0.398669,-0.20607,-0.443595,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,4.17
-0.780231,-0.398669,-0.20607,-0.443595,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,11.38
-0.780231,-0.398669,-0.20607,-0.443595,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,24.42
-0.780231,-0.398669,-0.20607,-0.443595,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,14.97
-0.780231,-0.398669,-0.20607,-0.443595,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,30.29
-0.780231,-0.398669,-0.20607,-0.443595,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,39.58
-0.780231,-0.398669,-0.20607,-0.443595,0.539816,0.291794,-0.545883,0.523224,1.281066,-0.280068,0.279589,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,0.34
-0.780231,-0.398669,-0.20607,-0.443595,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,3.12
-0.780231,-0.398669,-0.20607,-0.443595,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,5.14
-0.780231,-0.398669,-0.20607,-0.443595,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,3.92
-0.780231,-0.398669,-0.20607,-0.443595,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,15.4
-0.780231,-0.398669,-0.20607,-0.443595,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,22.45
-0.780231,-0.398669,-0.20607,-0.443595,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,23.69
-0.780231,-0.398669,-0.20607,-0.443595,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,42.69
-0.780231,-0.398669,-0.20607,-0.443595,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,54.83
-0.780231,-0.398669,-0.20607,-0.443595,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,6.35
-0.780231,-0.398669,-0.20607,-0.443595,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,14.16
-0.780231,-0.398669,-0.20607,-0.443595,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,17.38
1.463551,-0.891493,0.008139,0.651549,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,3.61
1.463551,-0.891493,0.008139,0.651549,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,35.08
1.463551,-0.891493,0.008139,0.651549,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,43.32
1.463551,-0.891493,0.008139,0.651549,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,29.3
1.463551,-0.891493,0.008139,0.651549,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,37.57
1.463551,-0.891493,0.008139,0.651549,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,0.96
1.463551,-0.891493,0.008139,0.651549,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,59.02
1.463551,-0.891493,0.008139,0.651549,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,70.97
1.463551,-0.891493,0.008139,0.651549,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,35.14
1.463551,-0.891493,0.008139,0.651549,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,37.65
1.463551,-0.891493,0.008139,0.651549,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,51.1
1.463551,-0.891493,0.008139,0.651549,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,3.96
1.463551,-0.891493,0.008139,0.651549,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,31.93
1.463551,-0.891493,0.008139,0.651549,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,48.71
1.463551,-0.891493,0.008139,0.651549,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,5.01
1.463551,-0.891493,0.008139,0.651549,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,35.09
1.463551,-0.891493,0.008139,0.651549,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,41.25
1.463551,-0.891493,0.008139,0.651549,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,13.98
1.463551,-0.891493,0.008139,0.651549,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,18.9
1.463551,-0.891493,0.008139,0.651549,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,0.71
1.463551,-0.891493,0.008139,0.651549,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,32.63
1.463551,-0.891493,0.008139,0.651549,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,31.82
1.463551,-0.891493,0.008139,0.651549,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,30.43
1.463551,-0.891493,0.008139,0.651549,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,53.64
1.463551,-0.891493,0.008139,0.651549,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,59.48
1.463551,-0.891493,0.008139,0.651549,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,2.01
1.463551,-0.891493,0.008139,0.651549,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,26.51
1.463551,-0.891493,0.008139,0.651549,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,-0.718434,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,36.85
1.463551,-0.891493,0.008139,0.651549,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,4.82
1.463551,-0.891493,0.008139,0.651549,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,34.81
1.463551,-0.891493,0.008139,0.651549,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,46.63
1.463551,-0.891493,0.008139,0.651549,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,11.74
1.463551,-0.891493,0.008139,0.651549,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,26.65
1.463551,-0.891493,0.008139,0.651549,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,0.55
1.463551,-0.891493,0.008139,0.651549,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,35.87
1.463551,-0.891493,0.008139,0.651549,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,68.84
1.463551,-0.891493,0.008139,0.651549,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,33.88
1.463551,-0.891493,0.008139,0.651549,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,63.07
1.463551,-0.891493,0.008139,0.651549,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,70.63
1.463551,-0.891493,0.008139,0.651549,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,2.48
1.463551,-0.891493,0.008139,0.651549,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,1.391542,0.957226,-0.27466,-1.591601,-0.651927,-1.325368,-1.087005,0.674433,0.264945,1.258717,-0.061407,-0.896134,1.675731,-0.396509,1.2461,1.585154,31.68
