 additive_E_HOMO , additive_dipole_moment , additive_hardness , additive_ovality , aryl_halide_.C1_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.C3_electrostatic_charge , aryl_halide_.H2_NMR_shift , aryl_halide_E_LUMO , aryl_halide_hardness , aryl_halide_molecular_weight , base_electronegativity , base_hardness , base_molecular_volume , ligand_.C12_electrostatic_charge , ligand_.C13_electrostatic_charge , ligand_.C14_electrostatic_charge , ligand_.C15_NMR_shift , ligand_.C16_NMR_shift , ligand_.C5_electrostatic_charge , ligand_.C8_NMR_shift , ligand_.C8_electrostatic_charge , ligand_.C9_electrostatic_charge , ligand_.H3_electrostatic_charge , ligand_.H4_electrostatic_charge , ligand_.H9_electrostatic_charge , ligand_V1_intensity , ligand_V3_intensity , ligand_V7_frequency , ligand_V9_frequency , ligand_dipole_moment , yield 
0.58013,-0.438111,-0.869706,-0.443595,0.615098,-0.390691,1.706755,-0.720186,0.1853,-0.265452,-0.617829,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,15.24
0.58013,-0.438111,-0.869706,-0.443595,-2.887677,0.731575,1.759722,1.019317,0.195203,-0.280068,0.43423,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,19.59
0.58013,-0.438111,-0.869706,-0.443595,0.557348,-0.501466,-0.782683,-0.719073,0.198916,-0.265452,-1.613133,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,7.79
0.58013,-0.438111,-0.869706,-0.443595,0.555311,-0.496954,-0.92936,-0.718146,0.186538,-0.265452,-0.617829,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,9.68
0.58013,-0.438111,-0.869706,-0.443595,-0.645694,2.394801,-1.308277,0.892294,0.180349,-0.265452,0.43423,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,13.18
0.58013,-0.438111,-0.869706,-0.443595,0.570986,-0.467225,0.248132,-0.71963,0.179111,-0.265452,-0.1129,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,14.02
0.58013,-0.438111,-0.869706,-0.443595,0.568563,-0.467402,-0.033,-0.718703,0.158068,-0.265452,0.882404,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,30.59
0.58013,-0.438111,-0.869706,-0.443595,0.33689,0.067187,-0.122636,1.572531,0.138263,-0.280068,1.934463,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,38.16
0.58013,-0.438111,-0.869706,-0.443595,0.539816,-0.545883,-0.774534,-0.720804,0.523224,-0.280068,-0.963015,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,0.46
0.58013,-0.438111,-0.869706,-0.443595,0.534041,-0.54314,-0.729716,-0.719877,-3.663073,3.695556,0.032177,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,3.87
0.58013,-0.438111,-0.869706,-0.443595,-1.402122,-1.057556,-1.198269,1.42066,0.336314,-0.280068,1.084348,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,7.02
0.58013,-0.438111,-0.869706,-0.443595,0.556549,-0.452184,0.239983,-0.720681,0.540554,-0.265452,-1.007165,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,2.85
0.58013,-0.438111,-0.869706,-0.443595,0.553146,-0.45006,0.015893,-0.719877,0.526938,-0.265452,-0.011861,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,18.87
0.58013,-0.438111,-0.869706,-0.443595,-0.66387,2.202713,-0.134859,1.768844,0.315271,-0.280068,1.040198,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,25.07
0.58013,-0.438111,-0.869706,-0.443595,0.608885,-0.388744,1.666011,-0.72099,0.205105,-0.265452,-1.613133,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,21.67
0.58013,-0.438111,-0.869706,-0.443595,0.615098,-0.390691,1.706755,-0.720186,0.1853,-0.265452,-0.617829,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,48.49
0.58013,-0.438111,-0.869706,-0.443595,-2.887677,0.731575,1.759722,1.019317,0.195203,-0.280068,0.43423,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,58.61
0.58013,-0.438111,-0.869706,-0.443595,0.557348,-0.501466,-0.782683,-0.719073,0.198916,-0.265452,-1.613133,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,4.17
0.58013,-0.438111,-0.869706,-0.443595,0.555311,-0.496954,-0.92936,-0.718146,0.186538,-0.265452,-0.617829,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,11.38
0.58013,-0.438111,-0.869706,-0.443595,-0.645694,2.394801,-1.308277,0.892294,0.180349,-0.265452,0.43423,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,24.42
0.58013,-0.438111,-0.869706,-0.443595,0.570986,-0.467225,0.248132,-0.71963,0.179111,-0.265452,-0.1129,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,14.97
0.58013,-0.438111,-0.869706,-0.443595,0.568563,-0.467402,-0.033,-0.718703,0.158068,-0.265452,0.882404,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,30.29
0.58013,-0.438111,-0.869706,-0.443595,0.33689,0.067187,-0.122636,1.572531,0.138263,-0.280068,1.934463,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,39.58
0.58013,-0.438111,-0.869706,-0.443595,0.539816,-0.545883,-0.774534,-0.720804,0.523224,-0.280068,-0.963015,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,0.34
0.58013,-0.438111,-0.869706,-0.443595,0.534041,-0.54314,-0.729716,-0.719877,-3.663073,3.695556,0.032177,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,3.12
0.58013,-0.438111,-0.869706,-0.443595,-1.402122,-1.057556,-1.198269,1.42066,0.336314,-0.280068,1.084348,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,5.14
0.58013,-0.438111,-0.869706,-0.443595,0.556549,-0.452184,0.239983,-0.720681,0.540554,-0.265452,-1.007165,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,3.92
0.58013,-0.438111,-0.869706,-0.443595,0.553146,-0.45006,0.015893,-0.719877,0.526938,-0.265452,-0.011861,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,15.4
0.58013,-0.438111,-0.869706,-0.443595,-0.66387,2.202713,-0.134859,1.768844,0.315271,-0.280068,1.040198,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,22.45
0.58013,-0.438111,-0.869706,-0.443595,0.608885,-0.388744,1.666011,-0.72099,0.205105,-0.265452,-1.613133,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,23.69
0.58013,-0.438111,-0.869706,-0.443595,0.615098,-0.390691,1.706755,-0.720186,0.1853,-0.265452,-0.617829,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,42.69
0.58013,-0.438111,-0.869706,-0.443595,-2.887677,0.731575,1.759722,1.019317,0.195203,-0.280068,0.43423,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,54.83
0.58013,-0.438111,-0.869706,-0.443595,0.557348,-0.501466,-0.782683,-0.719073,0.198916,-0.265452,-1.613133,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,6.35
0.58013,-0.438111,-0.869706,-0.443595,0.555311,-0.496954,-0.92936,-0.718146,0.186538,-0.265452,-0.617829,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,14.16
0.58013,-0.438111,-0.869706,-0.443595,-0.645694,2.394801,-1.308277,0.892294,0.180349,-0.265452,0.43423,-0.457047,1.391542,-0.930672,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,17.38
-1.273645,1.929855,0.603809,0.651549,0.570986,-0.467225,0.248132,-0.71963,0.179111,-0.265452,-0.1129,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,3.61
-1.273645,1.929855,0.603809,0.651549,0.568563,-0.467402,-0.033,-0.718703,0.158068,-0.265452,0.882404,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,35.08
-1.273645,1.929855,0.603809,0.651549,0.33689,0.067187,-0.122636,1.572531,0.138263,-0.280068,1.934463,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,43.32
-1.273645,1.929855,0.603809,0.651549,0.534041,-0.54314,-0.729716,-0.719877,-3.663073,3.695556,0.032177,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,29.3
-1.273645,1.929855,0.603809,0.651549,-1.402122,-1.057556,-1.198269,1.42066,0.336314,-0.280068,1.084348,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,37.57
-1.273645,1.929855,0.603809,0.651549,0.556549,-0.452184,0.239983,-0.720681,0.540554,-0.265452,-1.007165,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,0.96
-1.273645,1.929855,0.603809,0.651549,0.553146,-0.45006,0.015893,-0.719877,0.526938,-0.265452,-0.011861,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,59.02
-1.273645,1.929855,0.603809,0.651549,-0.66387,2.202713,-0.134859,1.768844,0.315271,-0.280068,1.040198,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,70.97
-1.273645,1.929855,0.603809,0.651549,0.608885,-0.388744,1.666011,-0.72099,0.205105,-0.265452,-1.613133,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,35.14
-1.273645,1.929855,0.603809,0.651549,0.615098,-0.390691,1.706755,-0.720186,0.1853,-0.265452,-0.617829,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,37.65
-1.273645,1.929855,0.603809,0.651549,-2.887677,0.731575,1.759722,1.019317,0.195203,-0.280068,0.43423,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,51.1
-1.273645,1.929855,0.603809,0.651549,0.557348,-0.501466,-0.782683,-0.719073,0.198916,-0.265452,-1.613133,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,3.96
-1.273645,1.929855,0.603809,0.651549,0.555311,-0.496954,-0.92936,-0.718146,0.186538,-0.265452,-0.617829,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,31.93
-1.273645,1.929855,0.603809,0.651549,-0.645694,2.394801,-1.308277,0.892294,0.180349,-0.265452,0.43423,-0.922213,-0.718434,1.392101,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,48.71
-1.273645,1.929855,0.603809,0.651549,0.570986,-0.467225,0.248132,-0.71963,0.179111,-0.265452,-0.1129,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,5.01
-1.273645,1.929855,0.603809,0.651549,0.568563,-0.467402,-0.033,-0.718703,0.158068,-0.265452,0.882404,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,35.09
-1.273645,1.929855,0.603809,0.651549,0.33689,0.067187,-0.122636,1.572531,0.138263,-0.280068,1.934463,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,41.25
-1.273645,1.929855,0.603809,0.651549,0.534041,-0.54314,-0.729716,-0.719877,-3.663073,3.695556,0.032177,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,13.98
-1.273645,1.929855,0.603809,0.651549,-1.402122,-1.057556,-1.198269,1.42066,0.336314,-0.280068,1.084348,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,18.9
-1.273645,1.929855,0.603809,0.651549,0.556549,-0.452184,0.239983,-0.720681,0.540554,-0.265452,-1.007165,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,0.71
-1.273645,1.929855,0.603809,0.651549,0.553146,-0.45006,0.015893,-0.719877,0.526938,-0.265452,-0.011861,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,32.63
-1.273645,1.929855,0.603809,0.651549,-0.66387,2.202713,-0.134859,1.768844,0.315271,-0.280068,1.040198,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,31.82
-1.273645,1.929855,0.603809,0.651549,0.608885,-0.388744,1.666011,-0.72099,0.205105,-0.265452,-1.613133,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,30.43
-1.273645,1.929855,0.603809,0.651549,0.615098,-0.390691,1.706755,-0.720186,0.1853,-0.265452,-0.617829,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,53.64
-1.273645,1.929855,0.603809,0.651549,-2.887677,0.731575,1.759722,1.019317,0.195203,-0.280068,0.43423,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,59.48
-1.273645,1.929855,0.603809,0.651549,0.557348,-0.501466,-0.782683,-0.719073,0.198916,-0.265452,-1.613133,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,2.01
-1.273645,1.929855,0.603809,0.651549,0.555311,-0.496954,-0.92936,-0.718146,0.186538,-0.265452,-0.617829,1.403618,-0.718434,-0.438568,-0.120792,-1.37714,0.230766,-0.005036,0.070231,-1.081315,-0.859707,0.674433,-0.492467,-0.594215,-1.058716,-0.895436,-0.061407,-1.481912,-0.419848,-0.157776,-1.023661,26.51
