 additive_.C5_electrostatic_charge , additive_.O1_electrostatic_charge , additive_E_LUMO , additive_V1_intensity , additive_dipole_moment , additive_electronegativity , additive_molecular_volume , additive_ovality , additive_surface_area , aryl_halide_.C1_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.C3_electrostatic_charge , aryl_halide_.H3_electrostatic_charge , aryl_halide_V2_frequency , aryl_halide_hardness , aryl_halide_ovality , base_.N1_electrostatic_charge , base_E_HOMO , base_dipole_moment , base_hardness , base_ovality , base_surface_area , ligand_.C10_NMR_shift , ligand_.C11_NMR_shift , ligand_.C11_electrostatic_charge , ligand_.C12_NMR_shift , ligand_.C13_NMR_shift , ligand_.C13_electrostatic_charge , ligand_.C14_NMR_shift , ligand_.C17_NMR_shift , ligand_.C17_electrostatic_charge , ligand_.C1_electrostatic_charge , ligand_.C2_electrostatic_charge , ligand_.C3_NMR_shift , ligand_.C5_NMR_shift , ligand_.C5_electrostatic_charge , ligand_.C6_electrostatic_charge , ligand_.C7_NMR_shift , ligand_.C8_NMR_shift , ligand_.C8_electrostatic_charge , ligand_.H11_NMR_shift , ligand_.H11_electrostatic_charge , ligand_.H3_NMR_shift , ligand_.H4_NMR_shift , ligand_.H4_electrostatic_charge , ligand_.H9_NMR_shift , ligand_.H9_electrostatic_charge , ligand_V10_frequency , ligand_V10_intensity , ligand_V1_intensity , ligand_V2_intensity , ligand_V3_frequency , ligand_V3_intensity , ligand_V6_frequency , ligand_V8_frequency , yield 
-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.063759,-0.443595,-0.163622,0.553146,-0.45006,0.015893,-0.178013,-0.839555,-0.265452,0.98865,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,57.45
-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.063759,-0.443595,-0.163622,-0.66387,2.202713,-0.134859,-0.099988,-0.847995,-0.280068,1.232389,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,77.03
-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.063759,-0.443595,-0.163622,0.608885,-0.388744,1.666011,-1.53043,-0.299728,-0.265452,-1.40443,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,69.4
-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.063759,-0.443595,-0.163622,0.615098,-0.390691,1.706755,-1.738495,-0.374495,-0.265452,-1.160691,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,85.44
-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.063759,-0.443595,-0.163622,-2.887677,0.731575,1.759722,-1.894543,-0.479017,-0.280068,-0.894793,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,92
-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.063759,-0.443595,-0.163622,0.557348,-0.501466,-0.782683,0.602228,-0.605928,-0.265452,-1.426589,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,21.86
-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.063759,-0.443595,-0.163622,0.555311,-0.496954,-0.92936,0.654244,-0.647841,-0.265452,-1.205007,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,83.65
-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.063759,-0.443595,-0.163622,-0.645694,2.394801,-1.308277,1.070373,-0.716429,-0.265452,-0.939109,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,92.96
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.570986,-0.467225,0.248132,0.082068,0.293298,-0.265452,0.634119,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,1.3
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.568563,-0.467402,-0.033,0.238116,0.254299,-0.265452,0.833543,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,28.35
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.33689,0.067187,-0.122636,0.264124,0.209824,-0.280068,1.055124,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,40.18
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.534041,-0.54314,-0.729716,0.862309,3.314976,3.695556,0.479012,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,40.45
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-1.402122,-1.057556,-1.198269,1.330453,0.206843,-0.280068,0.722752,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,42.27
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.556549,-0.452184,0.239983,-0.282045,0.416006,-0.265452,0.811385,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,0.91
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.553146,-0.45006,0.015893,-0.178013,-0.839555,-0.265452,0.98865,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,62.16
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-0.66387,2.202713,-0.134859,-0.099988,-0.847995,-0.280068,1.232389,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,66.89
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.608885,-0.388744,1.666011,-1.53043,-0.299728,-0.265452,-1.40443,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,76.83
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.615098,-0.390691,1.706755,-1.738495,-0.374495,-0.265452,-1.160691,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,91.65
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-2.887677,0.731575,1.759722,-1.894543,-0.479017,-0.280068,-0.894793,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,66.37
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.557348,-0.501466,-0.782683,0.602228,-0.605928,-0.265452,-1.426589,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,2.53
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.555311,-0.496954,-0.92936,0.654244,-0.647841,-0.265452,-1.205007,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,47.17
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-0.645694,2.394801,-1.308277,1.070373,-0.716429,-0.265452,-0.939109,-0.519769,1.203806,1.30054,-0.718434,1.348991,1.386635,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,52.44
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.570986,-0.467225,0.248132,0.082068,0.293298,-0.265452,0.634119,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,3.54
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.568563,-0.467402,-0.033,0.238116,0.254299,-0.265452,0.833543,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,39.2
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.33689,0.067187,-0.122636,0.264124,0.209824,-0.280068,1.055124,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,45.88
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.534041,-0.54314,-0.729716,0.862309,3.314976,3.695556,0.479012,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,24.03
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-1.402122,-1.057556,-1.198269,1.330453,0.206843,-0.280068,0.722752,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,39.39
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.553146,-0.45006,0.015893,-0.178013,-0.839555,-0.265452,0.98865,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,50.05
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-0.66387,2.202713,-0.134859,-0.099988,-0.847995,-0.280068,1.232389,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,74.62
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.608885,-0.388744,1.666011,-1.53043,-0.299728,-0.265452,-1.40443,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,54.58
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.615098,-0.390691,1.706755,-1.738495,-0.374495,-0.265452,-1.160691,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,74.82
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-2.887677,0.731575,1.759722,-1.894543,-0.479017,-0.280068,-0.894793,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,84.2
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.557348,-0.501466,-0.782683,0.602228,-0.605928,-0.265452,-1.426589,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,2.23
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.555311,-0.496954,-0.92936,0.654244,-0.647841,-0.265452,-1.205007,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,71.61
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-0.645694,2.394801,-1.308277,1.070373,-0.716429,-0.265452,-0.939109,-0.901301,-1.257498,-1.145639,-0.718434,-0.276049,-0.413591,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,72.77
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.570986,-0.467225,0.248132,0.082068,0.293298,-0.265452,0.634119,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,4.28
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.568563,-0.467402,-0.033,0.238116,0.254299,-0.265452,0.833543,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,40.44
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.33689,0.067187,-0.122636,0.264124,0.209824,-0.280068,1.055124,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,46.66
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.534041,-0.54314,-0.729716,0.862309,3.314976,3.695556,0.479012,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,46.65
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-1.402122,-1.057556,-1.198269,1.330453,0.206843,-0.280068,0.722752,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,45.97
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,0.553146,-0.45006,0.015893,-0.178013,-0.839555,-0.265452,0.98865,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,72.38
-0.548105,-0.022668,-0.891493,-0.698398,1.929855,1.535341,-0.033733,0.651549,0.123556,-0.66387,2.202713,-0.134859,-0.099988,-0.847995,-0.280068,1.232389,1.374737,0.042292,-0.15966,1.391542,-1.045503,-0.949447,-0.769,-0.560046,-1.664873,-0.368062,1.174377,-0.279217,0.595751,0.456348,-0.389136,-0.199591,0.982121,-0.995131,1.000033,1.092969,-1.184662,-0.99278,-0.373818,0.785907,0.467447,0.967334,-0.978778,-0.976717,1.086248,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,1.672936,-1.01185,1.235943,-0.991065,-0.102362,82.71
