 additive_.C5_electrostatic_charge , aryl_halide_.C1_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_dipole_moment , base_molecular_weight , ligand_.C7_NMR_shift , ligand_.H9_NMR_shift , ligand_V2_intensity , yield 
-0.070762,0.534041,-0.54314,0.74786,-0.590997,0.721067,-0.653141,-0.896134,3.87
-0.070762,-1.402122,-1.057556,0.525511,-0.590997,0.721067,-0.653141,-0.896134,7.02
-0.070762,0.556549,-0.452184,0.027862,-0.590997,0.721067,-0.653141,-0.896134,2.85
-0.070762,0.553146,-0.45006,0.117611,-0.590997,0.721067,-0.653141,-0.896134,18.87
-0.070762,-0.66387,2.202713,-0.141682,-0.590997,0.721067,-0.653141,-0.896134,25.07
-0.070762,0.608885,-0.388744,1.354264,-0.590997,0.721067,-0.653141,-0.896134,21.67
-0.070762,0.615098,-0.390691,1.421563,-0.590997,0.721067,-0.653141,-0.896134,48.49
-0.070762,-2.887677,0.731575,1.171973,-0.590997,0.721067,-0.653141,-0.896134,58.61
-0.070762,0.557348,-0.501466,-0.23975,-0.590997,0.721067,-0.653141,-0.896134,4.17
-0.070762,0.555311,-0.496954,-0.242991,-0.590997,0.721067,-0.653141,-0.896134,11.38
-0.070762,-0.645694,2.394801,-0.352563,-0.590997,0.721067,-0.653141,-0.896134,24.42
-0.070762,0.570986,-0.467225,-1.710721,-0.806544,0.721067,-0.653141,-0.896134,14.97
-0.070762,0.568563,-0.467402,-1.729249,-0.806544,0.721067,-0.653141,-0.896134,30.29
-0.070762,0.33689,0.067187,-1.388835,-0.806544,0.721067,-0.653141,-0.896134,39.58
-0.070762,0.539816,-0.545883,0.658154,-0.806544,0.721067,-0.653141,-0.896134,0.34
-0.070762,0.534041,-0.54314,0.74786,-0.806544,0.721067,-0.653141,-0.896134,3.12
-0.070762,-1.402122,-1.057556,0.525511,-0.806544,0.721067,-0.653141,-0.896134,5.14
-0.070762,0.556549,-0.452184,0.027862,-0.806544,0.721067,-0.653141,-0.896134,3.92
-0.070762,0.553146,-0.45006,0.117611,-0.806544,0.721067,-0.653141,-0.896134,15.4
-0.070762,-0.66387,2.202713,-0.141682,-0.806544,0.721067,-0.653141,-0.896134,22.45
-0.070762,0.608885,-0.388744,1.354264,-0.806544,0.721067,-0.653141,-0.896134,23.69
-0.070762,0.615098,-0.390691,1.421563,-0.806544,0.721067,-0.653141,-0.896134,42.69
-0.070762,-2.887677,0.731575,1.171973,-0.806544,0.721067,-0.653141,-0.896134,54.83
-0.070762,0.557348,-0.501466,-0.23975,-0.806544,0.721067,-0.653141,-0.896134,6.35
-0.070762,0.555311,-0.496954,-0.242991,-0.806544,0.721067,-0.653141,-0.896134,14.16
-0.070762,-0.645694,2.394801,-0.352563,-0.806544,0.721067,-0.653141,-0.896134,17.38
-0.548105,0.570986,-0.467225,-1.710721,1.415642,0.721067,-0.653141,-0.896134,3.61
-0.548105,0.568563,-0.467402,-1.729249,1.415642,0.721067,-0.653141,-0.896134,35.08
-0.548105,0.33689,0.067187,-1.388835,1.415642,0.721067,-0.653141,-0.896134,43.32
-0.548105,0.534041,-0.54314,0.74786,1.415642,0.721067,-0.653141,-0.896134,29.3
-0.548105,-1.402122,-1.057556,0.525511,1.415642,0.721067,-0.653141,-0.896134,37.57
-0.548105,0.556549,-0.452184,0.027862,1.415642,0.721067,-0.653141,-0.896134,0.96
-0.548105,0.553146,-0.45006,0.117611,1.415642,0.721067,-0.653141,-0.896134,59.02
-0.548105,-0.66387,2.202713,-0.141682,1.415642,0.721067,-0.653141,-0.896134,70.97
-0.548105,0.608885,-0.388744,1.354264,1.415642,0.721067,-0.653141,-0.896134,35.14
-0.548105,0.615098,-0.390691,1.421563,1.415642,0.721067,-0.653141,-0.896134,37.65
-0.548105,-2.887677,0.731575,1.171973,1.415642,0.721067,-0.653141,-0.896134,51.1
-0.548105,0.557348,-0.501466,-0.23975,1.415642,0.721067,-0.653141,-0.896134,3.96
-0.548105,0.555311,-0.496954,-0.242991,1.415642,0.721067,-0.653141,-0.896134,31.93
-0.548105,-0.645694,2.394801,-0.352563,1.415642,0.721067,-0.653141,-0.896134,48.71
-0.548105,0.570986,-0.467225,-1.710721,-0.590997,0.721067,-0.653141,-0.896134,5.01
-0.548105,0.568563,-0.467402,-1.729249,-0.590997,0.721067,-0.653141,-0.896134,35.09
-0.548105,0.33689,0.067187,-1.388835,-0.590997,0.721067,-0.653141,-0.896134,41.25
-0.548105,0.534041,-0.54314,0.74786,-0.590997,0.721067,-0.653141,-0.896134,13.98
-0.548105,-1.402122,-1.057556,0.525511,-0.590997,0.721067,-0.653141,-0.896134,18.9
-0.548105,0.556549,-0.452184,0.027862,-0.590997,0.721067,-0.653141,-0.896134,0.71
-0.548105,0.553146,-0.45006,0.117611,-0.590997,0.721067,-0.653141,-0.896134,32.63
-0.548105,-0.66387,2.202713,-0.141682,-0.590997,0.721067,-0.653141,-0.896134,31.82
-0.548105,0.608885,-0.388744,1.354264,-0.590997,0.721067,-0.653141,-0.896134,30.43
-0.548105,0.615098,-0.390691,1.421563,-0.590997,0.721067,-0.653141,-0.896134,53.64
-0.548105,-2.887677,0.731575,1.171973,-0.590997,0.721067,-0.653141,-0.896134,59.48
-0.548105,0.557348,-0.501466,-0.23975,-0.590997,0.721067,-0.653141,-0.896134,2.01
-0.548105,0.555311,-0.496954,-0.242991,-0.590997,0.721067,-0.653141,-0.896134,26.51
-0.548105,-0.645694,2.394801,-0.352563,-0.590997,0.721067,-0.653141,-0.896134,36.85
-0.548105,0.570986,-0.467225,-1.710721,-0.806544,0.721067,-0.653141,-0.896134,4.82
-0.548105,0.568563,-0.467402,-1.729249,-0.806544,0.721067,-0.653141,-0.896134,34.81
-0.548105,0.33689,0.067187,-1.388835,-0.806544,0.721067,-0.653141,-0.896134,46.63
-0.548105,0.534041,-0.54314,0.74786,-0.806544,0.721067,-0.653141,-0.896134,11.74
-0.548105,-1.402122,-1.057556,0.525511,-0.806544,0.721067,-0.653141,-0.896134,26.65
-0.548105,0.556549,-0.452184,0.027862,-0.806544,0.721067,-0.653141,-0.896134,0.55
-0.548105,0.553146,-0.45006,0.117611,-0.806544,0.721067,-0.653141,-0.896134,35.87
-0.548105,-0.66387,2.202713,-0.141682,-0.806544,0.721067,-0.653141,-0.896134,68.84
-0.548105,0.608885,-0.388744,1.354264,-0.806544,0.721067,-0.653141,-0.896134,33.88
-0.548105,0.615098,-0.390691,1.421563,-0.806544,0.721067,-0.653141,-0.896134,63.07
-0.548105,-2.887677,0.731575,1.171973,-0.806544,0.721067,-0.653141,-0.896134,70.63
-0.548105,0.557348,-0.501466,-0.23975,-0.806544,0.721067,-0.653141,-0.896134,2.48
-0.548105,0.555311,-0.496954,-0.242991,-0.806544,0.721067,-0.653141,-0.896134,31.68
-0.548105,-0.645694,2.394801,-0.352563,-0.806544,0.721067,-0.653141,-0.896134,46.01
1.338537,0.570986,-0.467225,-1.710721,1.415642,0.721067,-0.653141,-0.896134,22.17
1.338537,0.568563,-0.467402,-1.729249,1.415642,0.721067,-0.653141,-0.896134,23.21
1.338537,0.33689,0.067187,-1.388835,1.415642,0.721067,-0.653141,-0.896134,34.75
1.338537,0.539816,-0.545883,0.658154,1.415642,0.721067,-0.653141,-0.896134,0.95
1.338537,0.534041,-0.54314,0.74786,1.415642,0.721067,-0.653141,-0.896134,16.65
1.338537,-1.402122,-1.057556,0.525511,1.415642,0.721067,-0.653141,-0.896134,20
1.338537,0.556549,-0.452184,0.027862,1.415642,0.721067,-0.653141,-0.896134,4.99
1.338537,0.553146,-0.45006,0.117611,1.415642,0.721067,-0.653141,-0.896134,54
1.338537,-0.66387,2.202713,-0.141682,1.415642,0.721067,-0.653141,-0.896134,57.38
1.338537,0.608885,-0.388744,1.354264,1.415642,0.721067,-0.653141,-0.896134,22.61
1.338537,0.615098,-0.390691,1.421563,1.415642,0.721067,-0.653141,-0.896134,28.75
1.338537,-2.887677,0.731575,1.171973,1.415642,0.721067,-0.653141,-0.896134,26.99
1.338537,0.557348,-0.501466,-0.23975,1.415642,0.721067,-0.653141,-0.896134,20.86
1.338537,0.555311,-0.496954,-0.242991,1.415642,0.721067,-0.653141,-0.896134,20.73
1.338537,-0.645694,2.394801,-0.352563,1.415642,0.721067,-0.653141,-0.896134,30.87
1.338537,0.570986,-0.467225,-1.710721,-0.590997,0.721067,-0.653141,-0.896134,20.36
1.338537,0.568563,-0.467402,-1.729249,-0.590997,0.721067,-0.653141,-0.896134,38.92
1.338537,0.33689,0.067187,-1.388835,-0.590997,0.721067,-0.653141,-0.896134,41.7
1.338537,0.539816,-0.545883,0.658154,-0.590997,0.721067,-0.653141,-0.896134,0.94
1.338537,0.534041,-0.54314,0.74786,-0.590997,0.721067,-0.653141,-0.896134,14.9
1.338537,-1.402122,-1.057556,0.525511,-0.590997,0.721067,-0.653141,-0.896134,19.6
1.338537,0.556549,-0.452184,0.027862,-0.590997,0.721067,-0.653141,-0.896134,4.18
1.338537,0.553146,-0.45006,0.117611,-0.590997,0.721067,-0.653141,-0.896134,39.01
1.338537,-0.66387,2.202713,-0.141682,-0.590997,0.721067,-0.653141,-0.896134,37.17
1.338537,0.608885,-0.388744,1.354264,-0.590997,0.721067,-0.653141,-0.896134,31.62
1.338537,0.615098,-0.390691,1.421563,-0.590997,0.721067,-0.653141,-0.896134,51.22
1.338537,-2.887677,0.731575,1.171973,-0.590997,0.721067,-0.653141,-0.896134,57.55
1.338537,0.557348,-0.501466,-0.23975,-0.590997,0.721067,-0.653141,-0.896134,16.17
1.338537,0.555311,-0.496954,-0.242991,-0.590997,0.721067,-0.653141,-0.896134,26.59
1.338537,-0.645694,2.394801,-0.352563,-0.590997,0.721067,-0.653141,-0.896134,40.41
1.338537,0.570986,-0.467225,-1.710721,-0.806544,0.721067,-0.653141,-0.896134,16.97
1.338537,0.568563,-0.467402,-1.729249,-0.806544,0.721067,-0.653141,-0.896134,34.38
1.338537,0.33689,0.067187,-1.388835,-0.806544,0.721067,-0.653141,-0.896134,43.58
1.338537,0.539816,-0.545883,0.658154,-0.806544,0.721067,-0.653141,-0.896134,0.83
1.338537,0.534041,-0.54314,0.74786,-0.806544,0.721067,-0.653141,-0.896134,13.34
1.338537,-1.402122,-1.057556,0.525511,-0.806544,0.721067,-0.653141,-0.896134,26.96
1.338537,0.556549,-0.452184,0.027862,-0.806544,0.721067,-0.653141,-0.896134,4.21
1.338537,0.553146,-0.45006,0.117611,-0.806544,0.721067,-0.653141,-0.896134,39.8
1.338537,-0.66387,2.202713,-0.141682,-0.806544,0.721067,-0.653141,-0.896134,66.76
1.338537,0.608885,-0.388744,1.354264,-0.806544,0.721067,-0.653141,-0.896134,38.14
1.338537,0.615098,-0.390691,1.421563,-0.806544,0.721067,-0.653141,-0.896134,56.52
1.338537,-2.887677,0.731575,1.171973,-0.806544,0.721067,-0.653141,-0.896134,67.97
1.338537,0.557348,-0.501466,-0.23975,-0.806544,0.721067,-0.653141,-0.896134,13.29
1.338537,0.555311,-0.496954,-0.242991,-0.806544,0.721067,-0.653141,-0.896134,32.52
1.338537,-0.645694,2.394801,-0.352563,-0.806544,0.721067,-0.653141,-0.896134,47.33
-0.070762,0.570986,-0.467225,-1.710721,1.415642,1.22514,1.692372,-0.591651,15.42
-0.070762,0.568563,-0.467402,-1.729249,1.415642,1.22514,1.692372,-0.591651,18.97
-0.070762,0.33689,0.067187,-1.388835,1.415642,1.22514,1.692372,-0.591651,16.82
-0.070762,0.539816,-0.545883,0.658154,1.415642,1.22514,1.692372,-0.591651,2.66
-0.070762,0.534041,-0.54314,0.74786,1.415642,1.22514,1.692372,-0.591651,16.05
-0.070762,-1.402122,-1.057556,0.525511,1.415642,1.22514,1.692372,-0.591651,21.98
-0.070762,0.556549,-0.452184,0.027862,1.415642,1.22514,1.692372,-0.591651,7.64
-0.070762,0.553146,-0.45006,0.117611,1.415642,1.22514,1.692372,-0.591651,28.39
-0.070762,-0.66387,2.202713,-0.141682,1.415642,1.22514,1.692372,-0.591651,26.67
-0.070762,0.608885,-0.388744,1.354264,1.415642,1.22514,1.692372,-0.591651,29.98
-0.070762,0.615098,-0.390691,1.421563,1.415642,1.22514,1.692372,-0.591651,36.31
-0.070762,-2.887677,0.731575,1.171973,1.415642,1.22514,1.692372,-0.591651,36.59
-0.070762,0.557348,-0.501466,-0.23975,1.415642,1.22514,1.692372,-0.591651,10.54
-0.070762,0.555311,-0.496954,-0.242991,1.415642,1.22514,1.692372,-0.591651,26.26
-0.070762,-0.645694,2.394801,-0.352563,1.415642,1.22514,1.692372,-0.591651,28.59
-0.070762,0.570986,-0.467225,-1.710721,-0.590997,1.22514,1.692372,-0.591651,16.88
-0.070762,0.568563,-0.467402,-1.729249,-0.590997,1.22514,1.692372,-0.591651,41.3
-0.070762,0.33689,0.067187,-1.388835,-0.590997,1.22514,1.692372,-0.591651,43.73
-0.070762,0.539816,-0.545883,0.658154,-0.590997,1.22514,1.692372,-0.591651,0.66
-0.070762,0.534041,-0.54314,0.74786,-0.590997,1.22514,1.692372,-0.591651,33.63
-0.070762,-1.402122,-1.057556,0.525511,-0.590997,1.22514,1.692372,-0.591651,41.49
-0.070762,0.556549,-0.452184,0.027862,-0.590997,1.22514,1.692372,-0.591651,2.6
-0.070762,0.553146,-0.45006,0.117611,-0.590997,1.22514,1.692372,-0.591651,66.02
-0.070762,-0.66387,2.202713,-0.141682,-0.590997,1.22514,1.692372,-0.591651,72.39
-0.070762,0.608885,-0.388744,1.354264,-0.590997,1.22514,1.692372,-0.591651,68.85
-0.070762,0.615098,-0.390691,1.421563,-0.590997,1.22514,1.692372,-0.591651,82.18
-0.070762,-2.887677,0.731575,1.171973,-0.590997,1.22514,1.692372,-0.591651,80.59
-0.070762,0.557348,-0.501466,-0.23975,-0.590997,1.22514,1.692372,-0.591651,15.19
-0.070762,0.555311,-0.496954,-0.242991,-0.590997,1.22514,1.692372,-0.591651,83.87
-0.070762,-0.645694,2.394801,-0.352563,-0.590997,1.22514,1.692372,-0.591651,86
-0.070762,0.570986,-0.467225,-1.710721,-0.806544,1.22514,1.692372,-0.591651,30.01
-0.070762,0.568563,-0.467402,-1.729249,-0.806544,1.22514,1.692372,-0.591651,51.4
-0.070762,0.33689,0.067187,-1.388835,-0.806544,1.22514,1.692372,-0.591651,50.14
-0.070762,0.539816,-0.545883,0.658154,-0.806544,1.22514,1.692372,-0.591651,2.94
-0.070762,0.534041,-0.54314,0.74786,-0.806544,1.22514,1.692372,-0.591651,34.96
-0.070762,-1.402122,-1.057556,0.525511,-0.806544,1.22514,1.692372,-0.591651,51.01
-0.070762,0.556549,-0.452184,0.027862,-0.806544,1.22514,1.692372,-0.591651,15.32
-0.070762,0.553146,-0.45006,0.117611,-0.806544,1.22514,1.692372,-0.591651,81.57
-0.070762,-0.66387,2.202713,-0.141682,-0.806544,1.22514,1.692372,-0.591651,77.57
-0.070762,0.608885,-0.388744,1.354264,-0.806544,1.22514,1.692372,-0.591651,86.69
-0.070762,0.615098,-0.390691,1.421563,-0.806544,1.22514,1.692372,-0.591651,92.91
-0.070762,-2.887677,0.731575,1.171973,-0.806544,1.22514,1.692372,-0.591651,97.57
-0.070762,0.557348,-0.501466,-0.23975,-0.806544,1.22514,1.692372,-0.591651,35.56
-0.070762,0.555311,-0.496954,-0.242991,-0.806544,1.22514,1.692372,-0.591651,98.73
-0.070762,-0.645694,2.394801,-0.352563,-0.806544,1.22514,1.692372,-0.591651,98.29
-0.548105,0.570986,-0.467225,-1.710721,1.415642,1.22514,1.692372,-0.591651,5.98
-0.548105,0.568563,-0.467402,-1.729249,1.415642,1.22514,1.692372,-0.591651,50.58
-0.548105,0.33689,0.067187,-1.388835,1.415642,1.22514,1.692372,-0.591651,45.08
-0.548105,0.534041,-0.54314,0.74786,1.415642,1.22514,1.692372,-0.591651,42.12
-0.548105,-1.402122,-1.057556,0.525511,1.415642,1.22514,1.692372,-0.591651,49.11
-0.548105,0.556549,-0.452184,0.027862,1.415642,1.22514,1.692372,-0.591651,0.71
-0.548105,0.553146,-0.45006,0.117611,1.415642,1.22514,1.692372,-0.591651,70.86
-0.548105,-0.66387,2.202713,-0.141682,1.415642,1.22514,1.692372,-0.591651,66.45
-0.548105,0.608885,-0.388744,1.354264,1.415642,1.22514,1.692372,-0.591651,65.94
-0.548105,0.615098,-0.390691,1.421563,1.415642,1.22514,1.692372,-0.591651,66.07
-0.548105,-2.887677,0.731575,1.171973,1.415642,1.22514,1.692372,-0.591651,66.21
-0.548105,0.557348,-0.501466,-0.23975,1.415642,1.22514,1.692372,-0.591651,6.11
-0.548105,0.555311,-0.496954,-0.242991,1.415642,1.22514,1.692372,-0.591651,67.82
-0.548105,-0.645694,2.394801,-0.352563,1.415642,1.22514,1.692372,-0.591651,72.63
-0.548105,0.570986,-0.467225,-1.710721,-0.590997,1.22514,1.692372,-0.591651,7.84
-0.548105,0.568563,-0.467402,-1.729249,-0.590997,1.22514,1.692372,-0.591651,46.75
-0.548105,0.33689,0.067187,-1.388835,-0.590997,1.22514,1.692372,-0.591651,46.26
-0.548105,0.534041,-0.54314,0.74786,-0.590997,1.22514,1.692372,-0.591651,37.03
-0.548105,-1.402122,-1.057556,0.525511,-0.590997,1.22514,1.692372,-0.591651,43.7
-0.548105,0.556549,-0.452184,0.027862,-0.590997,1.22514,1.692372,-0.591651,0.6
-0.548105,0.553146,-0.45006,0.117611,-0.590997,1.22514,1.692372,-0.591651,70.55
-0.548105,-0.66387,2.202713,-0.141682,-0.590997,1.22514,1.692372,-0.591651,80.9
-0.548105,0.608885,-0.388744,1.354264,-0.590997,1.22514,1.692372,-0.591651,70.21
-0.548105,0.615098,-0.390691,1.421563,-0.590997,1.22514,1.692372,-0.591651,83.09
-0.548105,-2.887677,0.731575,1.171973,-0.590997,1.22514,1.692372,-0.591651,85.14
-0.548105,0.557348,-0.501466,-0.23975,-0.590997,1.22514,1.692372,-0.591651,3.15
-0.548105,0.555311,-0.496954,-0.242991,-0.590997,1.22514,1.692372,-0.591651,78.08
-0.548105,-0.645694,2.394801,-0.352563,-0.590997,1.22514,1.692372,-0.591651,82.14
-0.548105,0.570986,-0.467225,-1.710721,-0.806544,1.22514,1.692372,-0.591651,7.78
-0.548105,0.568563,-0.467402,-1.729249,-0.806544,1.22514,1.692372,-0.591651,53.6
-0.548105,0.33689,0.067187,-1.388835,-0.806544,1.22514,1.692372,-0.591651,51.76
-0.548105,0.534041,-0.54314,0.74786,-0.806544,1.22514,1.692372,-0.591651,49.61
-0.548105,-1.402122,-1.057556,0.525511,-0.806544,1.22514,1.692372,-0.591651,53.68
-0.548105,0.556549,-0.452184,0.027862,-0.806544,1.22514,1.692372,-0.591651,0.65
-0.548105,0.553146,-0.45006,0.117611,-0.806544,1.22514,1.692372,-0.591651,86.6
-0.548105,-0.66387,2.202713,-0.141682,-0.806544,1.22514,1.692372,-0.591651,84.9
-0.548105,0.608885,-0.388744,1.354264,-0.806544,1.22514,1.692372,-0.591651,91.39
-0.548105,0.615098,-0.390691,1.421563,-0.806544,1.22514,1.692372,-0.591651,97.29
-0.548105,-2.887677,0.731575,1.171973,-0.806544,1.22514,1.692372,-0.591651,99.62
-0.548105,0.557348,-0.501466,-0.23975,-0.806544,1.22514,1.692372,-0.591651,4.17
-0.548105,0.555311,-0.496954,-0.242991,-0.806544,1.22514,1.692372,-0.591651,92.57
-0.548105,-0.645694,2.394801,-0.352563,-0.806544,1.22514,1.692372,-0.591651,94.69
1.338537,0.570986,-0.467225,-1.710721,1.415642,1.22514,1.692372,-0.591651,45.05
1.338537,0.568563,-0.467402,-1.729249,1.415642,1.22514,1.692372,-0.591651,45.78
1.338537,0.33689,0.067187,-1.388835,1.415642,1.22514,1.692372,-0.591651,44.65
1.338537,0.539816,-0.545883,0.658154,1.415642,1.22514,1.692372,-0.591651,0.92
1.338537,0.534041,-0.54314,0.74786,1.415642,1.22514,1.692372,-0.591651,44.56
1.338537,-1.402122,-1.057556,0.525511,1.415642,1.22514,1.692372,-0.591651,43.36
1.338537,0.556549,-0.452184,0.027862,1.415642,1.22514,1.692372,-0.591651,3.42
1.338537,0.553146,-0.45006,0.117611,1.415642,1.22514,1.692372,-0.591651,72.85
1.338537,-0.66387,2.202713,-0.141682,1.415642,1.22514,1.692372,-0.591651,65.31
1.338537,0.608885,-0.388744,1.354264,1.415642,1.22514,1.692372,-0.591651,56.83
1.338537,0.615098,-0.390691,1.421563,1.415642,1.22514,1.692372,-0.591651,76.34
1.338537,-2.887677,0.731575,1.171973,1.415642,1.22514,1.692372,-0.591651,73.22
1.338537,0.557348,-0.501466,-0.23975,1.415642,1.22514,1.692372,-0.591651,36.48
1.338537,0.555311,-0.496954,-0.242991,1.415642,1.22514,1.692372,-0.591651,68.56
1.338537,-0.645694,2.394801,-0.352563,1.415642,1.22514,1.692372,-0.591651,69.09
1.338537,0.570986,-0.467225,-1.710721,-0.590997,1.22514,1.692372,-0.591651,31.88
1.338537,0.568563,-0.467402,-1.729249,-0.590997,1.22514,1.692372,-0.591651,44.82
1.338537,0.33689,0.067187,-1.388835,-0.590997,1.22514,1.692372,-0.591651,46.65
1.338537,0.539816,-0.545883,0.658154,-0.590997,1.22514,1.692372,-0.591651,0.67
1.338537,0.534041,-0.54314,0.74786,-0.590997,1.22514,1.692372,-0.591651,39.53
1.338537,-1.402122,-1.057556,0.525511,-0.590997,1.22514,1.692372,-0.591651,43.87
1.338537,0.556549,-0.452184,0.027862,-0.590997,1.22514,1.692372,-0.591651,2.75
1.338537,0.553146,-0.45006,0.117611,-0.590997,1.22514,1.692372,-0.591651,72.64
1.338537,-0.66387,2.202713,-0.141682,-0.590997,1.22514,1.692372,-0.591651,82.33
1.338537,0.608885,-0.388744,1.354264,-0.590997,1.22514,1.692372,-0.591651,73.64
1.338537,0.615098,-0.390691,1.421563,-0.590997,1.22514,1.692372,-0.591651,87.9
1.338537,-2.887677,0.731575,1.171973,-0.590997,1.22514,1.692372,-0.591651,86.22
1.338537,0.557348,-0.501466,-0.23975,-0.590997,1.22514,1.692372,-0.591651,34.21
1.338537,0.555311,-0.496954,-0.242991,-0.590997,1.22514,1.692372,-0.591651,77.33
1.338537,-0.645694,2.394801,-0.352563,-0.590997,1.22514,1.692372,-0.591651,80.6
1.338537,0.570986,-0.467225,-1.710721,-0.806544,1.22514,1.692372,-0.591651,42.28
1.338537,0.568563,-0.467402,-1.729249,-0.806544,1.22514,1.692372,-0.591651,50.29
1.338537,0.33689,0.067187,-1.388835,-0.806544,1.22514,1.692372,-0.591651,49.58
1.338537,0.539816,-0.545883,0.658154,-0.806544,1.22514,1.692372,-0.591651,1.19
1.338537,0.534041,-0.54314,0.74786,-0.806544,1.22514,1.692372,-0.591651,48.46
1.338537,-1.402122,-1.057556,0.525511,-0.806544,1.22514,1.692372,-0.591651,49.93
1.338537,0.556549,-0.452184,0.027862,-0.806544,1.22514,1.692372,-0.591651,4.58
1.338537,0.553146,-0.45006,0.117611,-0.806544,1.22514,1.692372,-0.591651,78.8
1.338537,-0.66387,2.202713,-0.141682,-0.806544,1.22514,1.692372,-0.591651,79.44
1.338537,0.608885,-0.388744,1.354264,-0.806544,1.22514,1.692372,-0.591651,84.86
1.338537,0.615098,-0.390691,1.421563,-0.806544,1.22514,1.692372,-0.591651,93.31
1.338537,-2.887677,0.731575,1.171973,-0.806544,1.22514,1.692372,-0.591651,93.87
1.338537,0.557348,-0.501466,-0.23975,-0.806544,1.22514,1.692372,-0.591651,44.03
1.338537,0.555311,-0.496954,-0.242991,-0.806544,1.22514,1.692372,-0.591651,89.48
1.338537,-0.645694,2.394801,-0.352563,-0.806544,1.22514,1.692372,-0.591651,91.49
-0.070762,0.570986,-0.467225,-1.710721,1.415642,-0.99278,-0.457682,1.672936,7.37
-0.070762,0.568563,-0.467402,-1.729249,1.415642,-0.99278,-0.457682,1.672936,9.71
-0.070762,0.33689,0.067187,-1.388835,1.415642,-0.99278,-0.457682,1.672936,9.55
-0.070762,0.539816,-0.545883,0.658154,1.415642,-0.99278,-0.457682,1.672936,1.02
-0.070762,0.534041,-0.54314,0.74786,1.415642,-0.99278,-0.457682,1.672936,12.59
-0.070762,-1.402122,-1.057556,0.525511,1.415642,-0.99278,-0.457682,1.672936,14.01
-0.070762,0.556549,-0.452184,0.027862,1.415642,-0.99278,-0.457682,1.672936,4.34
-0.070762,0.553146,-0.45006,0.117611,1.415642,-0.99278,-0.457682,1.672936,19.47
-0.070762,-0.66387,2.202713,-0.141682,1.415642,-0.99278,-0.457682,1.672936,23.3
-0.070762,0.608885,-0.388744,1.354264,1.415642,-0.99278,-0.457682,1.672936,24.9
-0.070762,0.615098,-0.390691,1.421563,1.415642,-0.99278,-0.457682,1.672936,28.48
-0.070762,-2.887677,0.731575,1.171973,1.415642,-0.99278,-0.457682,1.672936,33.33
-0.070762,0.557348,-0.501466,-0.23975,1.415642,-0.99278,-0.457682,1.672936,6.75
-0.070762,0.555311,-0.496954,-0.242991,1.415642,-0.99278,-0.457682,1.672936,15.06
-0.070762,-0.645694,2.394801,-0.352563,1.415642,-0.99278,-0.457682,1.672936,15.13
-0.070762,0.570986,-0.467225,-1.710721,-0.590997,-0.99278,-0.457682,1.672936,3.89
-0.070762,0.568563,-0.467402,-1.729249,-0.590997,-0.99278,-0.457682,1.672936,25.83
-0.070762,0.33689,0.067187,-1.388835,-0.590997,-0.99278,-0.457682,1.672936,44.59
-0.070762,0.534041,-0.54314,0.74786,-0.590997,-0.99278,-0.457682,1.672936,15.17
-0.070762,-1.402122,-1.057556,0.525511,-0.590997,-0.99278,-0.457682,1.672936,40.37
