 additive_.C4_electrostatic_charge , additive_.C5_NMR_shift , additive_.N1_electrostatic_charge , additive_molecular_volume , aryl_halide_.C1_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.C3_electrostatic_charge , aryl_halide_V1_intensity , aryl_halide_V3_frequency , aryl_halide_molecular_volume , base_electronegativity , ligand_.C10_NMR_shift , ligand_.C13_NMR_shift , ligand_.C13_electrostatic_charge , ligand_V10_intensity , yield 
-0.443267,-0.138984,-0.507097,-0.033733,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.922213,0.263884,-0.462761,-1.37714,1.756769,3.61
-0.443267,-0.138984,-0.507097,-0.033733,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.922213,0.263884,-0.462761,-1.37714,1.756769,35.08
-0.443267,-0.138984,-0.507097,-0.033733,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.922213,0.263884,-0.462761,-1.37714,1.756769,43.32
-0.443267,-0.138984,-0.507097,-0.033733,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.922213,0.263884,-0.462761,-1.37714,1.756769,29.3
-0.443267,-0.138984,-0.507097,-0.033733,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.922213,0.263884,-0.462761,-1.37714,1.756769,37.57
-0.443267,-0.138984,-0.507097,-0.033733,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.922213,0.263884,-0.462761,-1.37714,1.756769,0.96
-0.443267,-0.138984,-0.507097,-0.033733,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.922213,0.263884,-0.462761,-1.37714,1.756769,59.02
-0.443267,-0.138984,-0.507097,-0.033733,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.922213,0.263884,-0.462761,-1.37714,1.756769,70.97
-0.443267,-0.138984,-0.507097,-0.033733,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.922213,0.263884,-0.462761,-1.37714,1.756769,35.14
-0.443267,-0.138984,-0.507097,-0.033733,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.922213,0.263884,-0.462761,-1.37714,1.756769,37.65
-0.443267,-0.138984,-0.507097,-0.033733,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.922213,0.263884,-0.462761,-1.37714,1.756769,51.1
-0.443267,-0.138984,-0.507097,-0.033733,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.922213,0.263884,-0.462761,-1.37714,1.756769,3.96
-0.443267,-0.138984,-0.507097,-0.033733,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.922213,0.263884,-0.462761,-1.37714,1.756769,31.93
-0.443267,-0.138984,-0.507097,-0.033733,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.922213,0.263884,-0.462761,-1.37714,1.756769,48.71
-0.443267,-0.138984,-0.507097,-0.033733,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,1.403618,0.263884,-0.462761,-1.37714,1.756769,5.01
-0.443267,-0.138984,-0.507097,-0.033733,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,1.403618,0.263884,-0.462761,-1.37714,1.756769,35.09
-0.443267,-0.138984,-0.507097,-0.033733,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,1.403618,0.263884,-0.462761,-1.37714,1.756769,41.25
-0.443267,-0.138984,-0.507097,-0.033733,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,1.403618,0.263884,-0.462761,-1.37714,1.756769,13.98
-0.443267,-0.138984,-0.507097,-0.033733,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,1.403618,0.263884,-0.462761,-1.37714,1.756769,18.9
-0.443267,-0.138984,-0.507097,-0.033733,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,1.403618,0.263884,-0.462761,-1.37714,1.756769,0.71
-0.443267,-0.138984,-0.507097,-0.033733,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,1.403618,0.263884,-0.462761,-1.37714,1.756769,32.63
-0.443267,-0.138984,-0.507097,-0.033733,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,1.403618,0.263884,-0.462761,-1.37714,1.756769,31.82
-0.443267,-0.138984,-0.507097,-0.033733,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,1.403618,0.263884,-0.462761,-1.37714,1.756769,30.43
-0.443267,-0.138984,-0.507097,-0.033733,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,1.403618,0.263884,-0.462761,-1.37714,1.756769,53.64
-0.443267,-0.138984,-0.507097,-0.033733,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,1.403618,0.263884,-0.462761,-1.37714,1.756769,59.48
-0.443267,-0.138984,-0.507097,-0.033733,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,1.403618,0.263884,-0.462761,-1.37714,1.756769,2.01
-0.443267,-0.138984,-0.507097,-0.033733,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,1.403618,0.263884,-0.462761,-1.37714,1.756769,26.51
-0.443267,-0.138984,-0.507097,-0.033733,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,1.403618,0.263884,-0.462761,-1.37714,1.756769,36.85
-0.443267,-0.138984,-0.507097,-0.033733,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.457047,0.263884,-0.462761,-1.37714,1.756769,4.82
-0.443267,-0.138984,-0.507097,-0.033733,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.457047,0.263884,-0.462761,-1.37714,1.756769,34.81
-0.443267,-0.138984,-0.507097,-0.033733,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.457047,0.263884,-0.462761,-1.37714,1.756769,46.63
-0.443267,-0.138984,-0.507097,-0.033733,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.457047,0.263884,-0.462761,-1.37714,1.756769,11.74
-0.443267,-0.138984,-0.507097,-0.033733,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.457047,0.263884,-0.462761,-1.37714,1.756769,26.65
-0.443267,-0.138984,-0.507097,-0.033733,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.457047,0.263884,-0.462761,-1.37714,1.756769,0.55
-0.443267,-0.138984,-0.507097,-0.033733,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.457047,0.263884,-0.462761,-1.37714,1.756769,35.87
-0.443267,-0.138984,-0.507097,-0.033733,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.457047,0.263884,-0.462761,-1.37714,1.756769,68.84
-0.443267,-0.138984,-0.507097,-0.033733,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.457047,0.263884,-0.462761,-1.37714,1.756769,33.88
-0.443267,-0.138984,-0.507097,-0.033733,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.457047,0.263884,-0.462761,-1.37714,1.756769,63.07
-0.443267,-0.138984,-0.507097,-0.033733,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.457047,0.263884,-0.462761,-1.37714,1.756769,70.63
-0.443267,-0.138984,-0.507097,-0.033733,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.457047,0.263884,-0.462761,-1.37714,1.756769,2.48
-0.443267,-0.138984,-0.507097,-0.033733,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.457047,0.263884,-0.462761,-1.37714,1.756769,31.68
-0.443267,-0.138984,-0.507097,-0.033733,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.457047,0.263884,-0.462761,-1.37714,1.756769,46.01
-0.505119,1.270578,0.572858,-0.033935,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.922213,0.263884,-0.462761,-1.37714,1.756769,22.17
-0.505119,1.270578,0.572858,-0.033935,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.922213,0.263884,-0.462761,-1.37714,1.756769,23.21
-0.505119,1.270578,0.572858,-0.033935,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.922213,0.263884,-0.462761,-1.37714,1.756769,34.75
-0.505119,1.270578,0.572858,-0.033935,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.922213,0.263884,-0.462761,-1.37714,1.756769,0.95
-0.505119,1.270578,0.572858,-0.033935,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.922213,0.263884,-0.462761,-1.37714,1.756769,16.65
-0.505119,1.270578,0.572858,-0.033935,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.922213,0.263884,-0.462761,-1.37714,1.756769,20
-0.505119,1.270578,0.572858,-0.033935,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.922213,0.263884,-0.462761,-1.37714,1.756769,4.99
-0.505119,1.270578,0.572858,-0.033935,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.922213,0.263884,-0.462761,-1.37714,1.756769,54
-0.505119,1.270578,0.572858,-0.033935,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.922213,0.263884,-0.462761,-1.37714,1.756769,57.38
-0.505119,1.270578,0.572858,-0.033935,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.922213,0.263884,-0.462761,-1.37714,1.756769,22.61
-0.505119,1.270578,0.572858,-0.033935,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.922213,0.263884,-0.462761,-1.37714,1.756769,28.75
-0.505119,1.270578,0.572858,-0.033935,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.922213,0.263884,-0.462761,-1.37714,1.756769,26.99
-0.505119,1.270578,0.572858,-0.033935,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.922213,0.263884,-0.462761,-1.37714,1.756769,20.86
-0.505119,1.270578,0.572858,-0.033935,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.922213,0.263884,-0.462761,-1.37714,1.756769,20.73
-0.505119,1.270578,0.572858,-0.033935,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.922213,0.263884,-0.462761,-1.37714,1.756769,30.87
-0.505119,1.270578,0.572858,-0.033935,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,1.403618,0.263884,-0.462761,-1.37714,1.756769,20.36
-0.505119,1.270578,0.572858,-0.033935,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,1.403618,0.263884,-0.462761,-1.37714,1.756769,38.92
-0.505119,1.270578,0.572858,-0.033935,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,1.403618,0.263884,-0.462761,-1.37714,1.756769,41.7
-0.505119,1.270578,0.572858,-0.033935,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,1.403618,0.263884,-0.462761,-1.37714,1.756769,0.94
-0.505119,1.270578,0.572858,-0.033935,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,1.403618,0.263884,-0.462761,-1.37714,1.756769,14.9
-0.505119,1.270578,0.572858,-0.033935,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,1.403618,0.263884,-0.462761,-1.37714,1.756769,19.6
-0.505119,1.270578,0.572858,-0.033935,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,1.403618,0.263884,-0.462761,-1.37714,1.756769,4.18
-0.505119,1.270578,0.572858,-0.033935,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,1.403618,0.263884,-0.462761,-1.37714,1.756769,39.01
-0.505119,1.270578,0.572858,-0.033935,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,1.403618,0.263884,-0.462761,-1.37714,1.756769,37.17
-0.505119,1.270578,0.572858,-0.033935,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,1.403618,0.263884,-0.462761,-1.37714,1.756769,31.62
-0.505119,1.270578,0.572858,-0.033935,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,1.403618,0.263884,-0.462761,-1.37714,1.756769,51.22
-0.505119,1.270578,0.572858,-0.033935,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,1.403618,0.263884,-0.462761,-1.37714,1.756769,57.55
-0.505119,1.270578,0.572858,-0.033935,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,1.403618,0.263884,-0.462761,-1.37714,1.756769,16.17
-0.505119,1.270578,0.572858,-0.033935,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,1.403618,0.263884,-0.462761,-1.37714,1.756769,26.59
-0.505119,1.270578,0.572858,-0.033935,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,1.403618,0.263884,-0.462761,-1.37714,1.756769,40.41
-0.505119,1.270578,0.572858,-0.033935,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.457047,0.263884,-0.462761,-1.37714,1.756769,16.97
-0.505119,1.270578,0.572858,-0.033935,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.457047,0.263884,-0.462761,-1.37714,1.756769,34.38
-0.505119,1.270578,0.572858,-0.033935,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.457047,0.263884,-0.462761,-1.37714,1.756769,43.58
-0.505119,1.270578,0.572858,-0.033935,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.457047,0.263884,-0.462761,-1.37714,1.756769,0.83
-0.505119,1.270578,0.572858,-0.033935,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.457047,0.263884,-0.462761,-1.37714,1.756769,13.34
-0.505119,1.270578,0.572858,-0.033935,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.457047,0.263884,-0.462761,-1.37714,1.756769,26.96
-0.505119,1.270578,0.572858,-0.033935,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.457047,0.263884,-0.462761,-1.37714,1.756769,4.21
-0.505119,1.270578,0.572858,-0.033935,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.457047,0.263884,-0.462761,-1.37714,1.756769,39.8
-0.505119,1.270578,0.572858,-0.033935,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.457047,0.263884,-0.462761,-1.37714,1.756769,66.76
-0.505119,1.270578,0.572858,-0.033935,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.457047,0.263884,-0.462761,-1.37714,1.756769,38.14
-0.505119,1.270578,0.572858,-0.033935,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.457047,0.263884,-0.462761,-1.37714,1.756769,56.52
-0.505119,1.270578,0.572858,-0.033935,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.457047,0.263884,-0.462761,-1.37714,1.756769,67.97
-0.505119,1.270578,0.572858,-0.033935,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.457047,0.263884,-0.462761,-1.37714,1.756769,13.29
-0.505119,1.270578,0.572858,-0.033935,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.457047,0.263884,-0.462761,-1.37714,1.756769,32.52
-0.505119,1.270578,0.572858,-0.033935,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.457047,0.263884,-0.462761,-1.37714,1.756769,47.33
0.000003,1.049181,0.264299,-0.063759,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.922213,1.488934,-1.369034,1.404263,-0.544071,15.42
0.000003,1.049181,0.264299,-0.063759,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.922213,1.488934,-1.369034,1.404263,-0.544071,18.97
0.000003,1.049181,0.264299,-0.063759,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.922213,1.488934,-1.369034,1.404263,-0.544071,16.82
0.000003,1.049181,0.264299,-0.063759,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.922213,1.488934,-1.369034,1.404263,-0.544071,2.66
0.000003,1.049181,0.264299,-0.063759,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.922213,1.488934,-1.369034,1.404263,-0.544071,16.05
0.000003,1.049181,0.264299,-0.063759,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.922213,1.488934,-1.369034,1.404263,-0.544071,21.98
0.000003,1.049181,0.264299,-0.063759,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.922213,1.488934,-1.369034,1.404263,-0.544071,7.64
0.000003,1.049181,0.264299,-0.063759,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.922213,1.488934,-1.369034,1.404263,-0.544071,28.39
0.000003,1.049181,0.264299,-0.063759,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.922213,1.488934,-1.369034,1.404263,-0.544071,26.67
0.000003,1.049181,0.264299,-0.063759,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.922213,1.488934,-1.369034,1.404263,-0.544071,29.98
0.000003,1.049181,0.264299,-0.063759,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.922213,1.488934,-1.369034,1.404263,-0.544071,36.31
0.000003,1.049181,0.264299,-0.063759,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.922213,1.488934,-1.369034,1.404263,-0.544071,36.59
0.000003,1.049181,0.264299,-0.063759,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.922213,1.488934,-1.369034,1.404263,-0.544071,10.54
0.000003,1.049181,0.264299,-0.063759,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.922213,1.488934,-1.369034,1.404263,-0.544071,26.26
0.000003,1.049181,0.264299,-0.063759,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.922213,1.488934,-1.369034,1.404263,-0.544071,28.59
0.000003,1.049181,0.264299,-0.063759,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,1.403618,1.488934,-1.369034,1.404263,-0.544071,16.88
0.000003,1.049181,0.264299,-0.063759,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,1.403618,1.488934,-1.369034,1.404263,-0.544071,41.3
0.000003,1.049181,0.264299,-0.063759,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,1.403618,1.488934,-1.369034,1.404263,-0.544071,43.73
0.000003,1.049181,0.264299,-0.063759,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,1.403618,1.488934,-1.369034,1.404263,-0.544071,0.66
0.000003,1.049181,0.264299,-0.063759,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,1.403618,1.488934,-1.369034,1.404263,-0.544071,33.63
0.000003,1.049181,0.264299,-0.063759,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,1.403618,1.488934,-1.369034,1.404263,-0.544071,41.49
0.000003,1.049181,0.264299,-0.063759,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,1.403618,1.488934,-1.369034,1.404263,-0.544071,2.6
0.000003,1.049181,0.264299,-0.063759,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,1.403618,1.488934,-1.369034,1.404263,-0.544071,66.02
