 additive_.C3_electrostatic_charge , additive_.C4_electrostatic_charge , additive_.C5_electrostatic_charge , additive_.N1_electrostatic_charge , additive_.O1_electrostatic_charge , additive_E_LUMO , additive_V1_intensity , additive_dipole_moment , additive_electronegativity , additive_molecular_weight , additive_ovality , additive_surface_area , aryl_halide_.C1_NMR_shift , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.C3_electrostatic_charge , aryl_halide_.H2_NMR_shift , aryl_halide_.H3_NMR_shift , aryl_halide_hardness , aryl_halide_molecular_volume , base_.N1_electrostatic_charge , base_E_HOMO , base_dipole_moment , base_electronegativity , base_hardness , base_surface_area , ligand_.C10_NMR_shift , ligand_.C11_NMR_shift , ligand_.C11_electrostatic_charge , ligand_.C12_NMR_shift , ligand_.C14_NMR_shift , ligand_.C15_NMR_shift , ligand_.C15_electrostatic_charge , ligand_.C17_NMR_shift , ligand_.C17_electrostatic_charge , ligand_.C1_NMR_shift , ligand_.C1_electrostatic_charge , ligand_.C2_electrostatic_charge , ligand_.C3_NMR_shift , ligand_.C6_NMR_shift , ligand_.C9_electrostatic_charge , ligand_.H11_NMR_shift , ligand_.H3_NMR_shift , ligand_.H4_NMR_shift , ligand_.P1_electrostatic_charge , ligand_V10_intensity , ligand_V1_intensity , ligand_V3_frequency , ligand_V5_frequency , ligand_V6_frequency , ligand_V7_frequency , ligand_V8_intensity , ligand_V9_frequency , ligand_V9_intensity , ligand_dipole_moment , yield 
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,-0.645694,-3.000127,2.394801,-1.308277,0.892294,0.127819,-0.265452,-0.854114,-0.519769,1.203806,1.30054,-0.922213,-0.718434,1.386635,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,13.18
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.570986,0.28035,-0.467225,0.248132,-0.71963,-0.648905,-0.265452,0.507799,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,14.02
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.568563,0.336673,-0.467402,-0.033,-0.718703,-0.649125,-0.265452,0.735289,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,30.59
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.33689,0.080986,0.067187,-0.122636,1.572531,1.308386,-0.280068,1.082324,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,38.16
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.539816,0.291794,-0.545883,-0.774534,-0.720804,-0.654628,-0.280068,0.260132,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,0.46
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.534041,0.345971,-0.54314,-0.729716,-0.719877,-0.654701,3.695556,0.487118,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,3.87
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,-1.402122,-1.624068,-1.057556,-1.198269,1.42066,1.473181,-0.280068,0.833649,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,7.02
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.556549,0.27445,-0.452184,0.239983,-0.720681,-0.651986,-0.265452,0.748404,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,2.85
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.553146,0.331488,-0.45006,0.015893,-0.719877,-0.65206,-0.265452,0.976398,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,18.87
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,-0.66387,0.306098,2.202713,-0.134859,1.768844,2.437152,-0.280068,1.322929,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,25.07
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.608885,0.208472,-0.388744,1.666011,-0.72099,-0.649565,-0.265452,-1.431666,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,21.67
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.615098,0.27749,-0.390691,1.706755,-0.720186,-0.649932,-0.265452,-1.200645,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,48.49
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,-2.887677,1.276634,0.731575,1.759722,1.019317,0.684938,-0.280068,-0.850079,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,58.61
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.557348,0.378334,-0.501466,-0.782683,-0.719073,-0.652206,-0.265452,-1.429649,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,4.17
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.555311,0.434656,-0.496954,-0.92936,-0.718146,-0.652353,-0.265452,-1.201654,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,11.38
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,-0.645694,-3.000127,2.394801,-1.308277,0.892294,0.127819,-0.265452,-0.854114,-0.901301,-1.257498,-1.145639,1.403618,-0.718434,-0.413591,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,24.42
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.570986,0.28035,-0.467225,0.248132,-0.71963,-0.648905,-0.265452,0.507799,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,14.97
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.568563,0.336673,-0.467402,-0.033,-0.718703,-0.649125,-0.265452,0.735289,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,30.29
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.33689,0.080986,0.067187,-0.122636,1.572531,1.308386,-0.280068,1.082324,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,39.58
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.539816,0.291794,-0.545883,-0.774534,-0.720804,-0.654628,-0.280068,0.260132,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,0.34
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.534041,0.345971,-0.54314,-0.729716,-0.719877,-0.654701,3.695556,0.487118,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,3.12
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,-1.402122,-1.624068,-1.057556,-1.198269,1.42066,1.473181,-0.280068,0.833649,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,5.14
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.556549,0.27445,-0.452184,0.239983,-0.720681,-0.651986,-0.265452,0.748404,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,3.92
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.553146,0.331488,-0.45006,0.015893,-0.719877,-0.65206,-0.265452,0.976398,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,15.4
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,-0.66387,0.306098,2.202713,-0.134859,1.768844,2.437152,-0.280068,1.322929,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,22.45
-0.780231,0.000003,-0.070762,0.264299,0.945404,-0.398669,-0.603721,-0.438111,-0.211027,-0.20607,-0.443595,-0.163622,0.608885,0.208472,-0.388744,1.666011,-0.72099,-0.649565,-0.265452,-1.431666,1.374737,0.042292,-0.15966,-0.457047,1.391542,-0.949447,0.263884,-0.61793,0.957226,-1.050006,0.699741,-0.005036,-0.27466,-0.651927,-1.325368,1.558148,-0.824471,-0.525429,1.01399,0.531409,-0.492467,1.142689,1.021226,0.926532,1.258717,1.756769,-0.061407,1.675731,-0.396509,1.323771,-0.419848,1.585154,-0.157776,1.066551,-1.023661,23.69
