 additive_.C3_NMR_shift , additive_.C3_electrostatic_charge , additive_.C4_electrostatic_charge , additive_.N1_electrostatic_charge , additive_ovality , aryl_halide_.C2_NMR_shift , aryl_halide_.C2_electrostatic_charge , aryl_halide_.C3_NMR_shift , aryl_halide_.C4_NMR_shift , aryl_halide_.H2_NMR_shift , aryl_halide_.H2_electrostatic_charge , aryl_halide_E_HOMO , aryl_halide_V1_frequency , aryl_halide_V1_intensity , aryl_halide_V3_intensity , aryl_halide_hardness , aryl_halide_molecular_weight , base_.N1_electrostatic_charge , base_E_LUMO , base_dipole_moment , base_electronegativity , base_hardness , base_molecular_weight , base_ovality , base_surface_area , ligand_.C11_electrostatic_charge , ligand_.C12_NMR_shift , ligand_.C12_electrostatic_charge , ligand_.C16_electrostatic_charge , ligand_.C3_electrostatic_charge , ligand_.C4_NMR_shift , ligand_.C4_electrostatic_charge , ligand_.C5_electrostatic_charge , ligand_.C7_NMR_shift , ligand_.C7_electrostatic_charge , ligand_.C8_NMR_shift , ligand_.H11_NMR_shift , ligand_.H3_NMR_shift , ligand_.H9_electrostatic_charge , ligand_.P1_electrostatic_charge , ligand_V10_frequency , ligand_V2_frequency , ligand_V3_frequency , ligand_V5_frequency , ligand_V6_frequency , ligand_V6_intensity , yield 
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.27749,-1.386055,-0.390691,-0.455687,-0.720186,0.859733,0.263562,-0.200008,-0.778135,0.948264,-0.265452,-0.617829,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,15.24
-0.960592,-0.780231,0.000003,0.264299,-0.443595,1.276634,-1.233398,0.731575,0.342904,1.019317,0.831124,0.271215,-0.20189,-0.728911,2.270557,-0.280068,0.43423,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,19.59
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.378334,0.692779,-0.501466,-0.420459,-0.719073,-0.170167,0.260942,-0.30727,1.846051,-0.435562,-0.265452,-1.613133,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,7.79
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.434656,1.20912,-0.496954,-0.41983,-0.718146,-1.228676,0.262942,-0.311306,1.768157,-0.34854,-0.265452,-0.617829,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,9.68
-0.960592,-0.780231,0.000003,0.264299,-0.443595,-3.000127,1.891589,2.394801,-1.341182,0.892294,-1.886667,0.269147,-0.310386,1.926564,-0.270597,-0.265452,0.43423,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,13.18
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.28035,-0.49256,-0.467225,-0.44251,-0.71963,1.002774,0.258598,-0.242168,-0.421392,-0.6235,-0.265452,-0.1129,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,14.02
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.336673,0.198888,-0.467402,-0.441532,-0.718703,-0.227384,0.260804,-0.24992,-0.375834,-0.691324,-0.265452,0.882404,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,30.59
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.080986,0.405424,0.067187,2.222539,1.572531,-0.713726,0.267078,-0.260124,-0.382903,-0.736723,-0.280068,1.934463,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,38.16
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.291794,-0.070508,-0.545883,-0.408553,-0.720804,0.831124,0.289347,-0.364317,-0.790703,-0.327372,-0.280068,-0.963015,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,0.46
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.345971,0.311136,-0.54314,-0.407785,-0.719877,-0.255992,-3.695459,3.690313,0.815621,1.166942,3.695556,0.032177,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,3.87
-0.960592,-0.780231,0.000003,0.264299,-0.443595,-1.624068,1.007074,-1.057556,0.416224,1.42066,-0.799551,0.29114,-0.383154,-0.784288,-0.200914,-0.280068,1.084348,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,7.02
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.27445,-0.788895,-0.452184,-0.427935,-0.720681,1.088599,0.277558,-0.25727,-0.477554,-0.87062,-0.265452,-1.007165,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,2.85
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.331488,-0.128877,-0.45006,-0.426873,-0.719877,-0.112951,0.278178,-0.270149,-0.459095,-0.8896,-0.265452,-0.011861,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,18.87
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.306098,0.171948,2.202713,2.344377,1.768844,-0.685117,0.28197,-0.279797,-0.480173,-0.898734,-0.280068,1.040198,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,25.07
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.208472,-1.826068,-0.388744,-0.45633,-0.72099,1.918241,0.260942,-0.182975,-0.795154,1.671355,-0.265452,-1.613133,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,21.67
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.27749,-1.386055,-0.390691,-0.455687,-0.720186,0.859733,0.263562,-0.200008,-0.778135,0.948264,-0.265452,-0.617829,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,48.49
-0.960592,-0.780231,0.000003,0.264299,-0.443595,1.276634,-1.233398,0.731575,0.342904,1.019317,0.831124,0.271215,-0.20189,-0.728911,2.270557,-0.280068,0.43423,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,58.61
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.378334,0.692779,-0.501466,-0.420459,-0.719073,-0.170167,0.260942,-0.30727,1.846051,-0.435562,-0.265452,-1.613133,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,4.17
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.434656,1.20912,-0.496954,-0.41983,-0.718146,-1.228676,0.262942,-0.311306,1.768157,-0.34854,-0.265452,-0.617829,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,11.38
-0.960592,-0.780231,0.000003,0.264299,-0.443595,-3.000127,1.891589,2.394801,-1.341182,0.892294,-1.886667,0.269147,-0.310386,1.926564,-0.270597,-0.265452,0.43423,-0.901301,-1.421259,-1.145639,1.403618,-0.718434,-0.590997,-0.276049,-0.413591,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,24.42
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.28035,-0.49256,-0.467225,-0.44251,-0.71963,1.002774,0.258598,-0.242168,-0.421392,-0.6235,-0.265452,-0.1129,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,14.97
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.336673,0.198888,-0.467402,-0.441532,-0.718703,-0.227384,0.260804,-0.24992,-0.375834,-0.691324,-0.265452,0.882404,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,30.29
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.080986,0.405424,0.067187,2.222539,1.572531,-0.713726,0.267078,-0.260124,-0.382903,-0.736723,-0.280068,1.934463,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,39.58
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.291794,-0.070508,-0.545883,-0.408553,-0.720804,0.831124,0.289347,-0.364317,-0.790703,-0.327372,-0.280068,-0.963015,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,0.34
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.345971,0.311136,-0.54314,-0.407785,-0.719877,-0.255992,-3.695459,3.690313,0.815621,1.166942,3.695556,0.032177,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,3.12
-0.960592,-0.780231,0.000003,0.264299,-0.443595,-1.624068,1.007074,-1.057556,0.416224,1.42066,-0.799551,0.29114,-0.383154,-0.784288,-0.200914,-0.280068,1.084348,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,5.14
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.27445,-0.788895,-0.452184,-0.427935,-0.720681,1.088599,0.277558,-0.25727,-0.477554,-0.87062,-0.265452,-1.007165,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,3.92
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.331488,-0.128877,-0.45006,-0.426873,-0.719877,-0.112951,0.278178,-0.270149,-0.459095,-0.8896,-0.265452,-0.011861,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,15.4
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.306098,0.171948,2.202713,2.344377,1.768844,-0.685117,0.28197,-0.279797,-0.480173,-0.898734,-0.280068,1.040198,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,22.45
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.208472,-1.826068,-0.388744,-0.45633,-0.72099,1.918241,0.260942,-0.182975,-0.795154,1.671355,-0.265452,-1.613133,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,23.69
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.27749,-1.386055,-0.390691,-0.455687,-0.720186,0.859733,0.263562,-0.200008,-0.778135,0.948264,-0.265452,-0.617829,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,42.69
-0.960592,-0.780231,0.000003,0.264299,-0.443595,1.276634,-1.233398,0.731575,0.342904,1.019317,0.831124,0.271215,-0.20189,-0.728911,2.270557,-0.280068,0.43423,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,54.83
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.378334,0.692779,-0.501466,-0.420459,-0.719073,-0.170167,0.260942,-0.30727,1.846051,-0.435562,-0.265452,-1.613133,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,6.35
-0.960592,-0.780231,0.000003,0.264299,-0.443595,0.434656,1.20912,-0.496954,-0.41983,-0.718146,-1.228676,0.262942,-0.311306,1.768157,-0.34854,-0.265452,-0.617829,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,14.16
-0.960592,-0.780231,0.000003,0.264299,-0.443595,-3.000127,1.891589,2.394801,-1.341182,0.892294,-1.886667,0.269147,-0.310386,1.926564,-0.270597,-0.265452,0.43423,1.374737,0.563444,-0.15966,-0.457047,1.391542,-0.806544,-1.045503,-0.949447,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,17.38
0.771328,1.463551,-0.443267,-0.507097,0.651549,0.28035,-0.49256,-0.467225,-0.44251,-0.71963,1.002774,0.258598,-0.242168,-0.421392,-0.6235,-0.265452,-0.1129,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,3.61
0.771328,1.463551,-0.443267,-0.507097,0.651549,0.336673,0.198888,-0.467402,-0.441532,-0.718703,-0.227384,0.260804,-0.24992,-0.375834,-0.691324,-0.265452,0.882404,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,35.08
0.771328,1.463551,-0.443267,-0.507097,0.651549,0.080986,0.405424,0.067187,2.222539,1.572531,-0.713726,0.267078,-0.260124,-0.382903,-0.736723,-0.280068,1.934463,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,43.32
0.771328,1.463551,-0.443267,-0.507097,0.651549,0.345971,0.311136,-0.54314,-0.407785,-0.719877,-0.255992,-3.695459,3.690313,0.815621,1.166942,3.695556,0.032177,-0.519769,0.830295,1.30054,-0.922213,-0.718434,1.415642,1.348991,1.386635,0.957226,-1.050006,-0.120792,-1.591601,-0.077387,0.969738,1.102875,-1.081315,0.721067,-1.115021,-0.859707,1.142689,1.021226,-0.895436,1.258717,1.721359,0.942736,1.675731,-0.396509,1.323771,-1.305512,29.3
