 additive_.C4_NMR_shift , additive_.C4_electrostatic_charge , additive_.N1_electrostatic_charge , additive_.O1_electrostatic_charge , additive_E_LUMO , additive_dipole_moment , additive_electronegativity , additive_hardness , additive_molecular_volume , additive_surface_area , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.C3_electrostatic_charge , aryl_halide_.H3_NMR_shift , aryl_halide_V3_frequency , aryl_halide_molecular_volume , aryl_halide_molecular_weight , base_E_LUMO , base_dipole_moment , ligand_.C10_electrostatic_charge , ligand_.C11_electrostatic_charge , ligand_.C12_NMR_shift , ligand_.C13_NMR_shift , ligand_.C14_electrostatic_charge , ligand_.C15_electrostatic_charge , ligand_.C4_NMR_shift , ligand_.C7_NMR_shift , ligand_.C7_electrostatic_charge , ligand_.C9_NMR_shift , ligand_.H11_electrostatic_charge , ligand_.H3_NMR_shift , ligand_.H4_NMR_shift , ligand_.H9_NMR_shift , ligand_V3_intensity , ligand_V4_intensity , ligand_V5_frequency , ligand_V6_frequency , ligand_V8_frequency , yield 
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.291794,-0.545883,-0.774534,-0.654628,0.48661,0.260132,-0.963015,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,0.46
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.345971,-0.54314,-0.729716,-0.654701,3.134349,0.487118,0.032177,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,3.87
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,-1.624068,-1.057556,-1.198269,1.473181,-0.479186,0.833649,1.084348,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,7.02
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.27445,-0.452184,0.239983,-0.651986,0.170985,0.748404,-1.007165,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,2.85
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.331488,-0.45006,0.015893,-0.65206,-0.137391,0.976398,-0.011861,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,18.87
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.306098,2.202713,-0.134859,2.437152,-0.906121,1.322929,1.040198,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,25.07
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.208472,-0.388744,1.666011,-0.649565,-0.002738,-1.431666,-1.613133,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,21.67
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.27749,-0.390691,1.706755,-0.649932,-0.221181,-1.200645,-0.617829,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,48.49
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,1.276634,0.731575,1.759722,0.684938,-0.914721,-0.850079,0.43423,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,58.61
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.378334,-0.501466,-0.782683,-0.652206,-0.282365,-1.429649,-1.613133,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,4.17
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.434656,-0.496954,-0.92936,-0.652353,-0.559904,-1.201654,-0.617829,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,11.38
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,-3.000127,2.394801,-1.308277,0.127819,-1.137711,-0.854114,0.43423,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,24.42
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.28035,-0.467225,0.248132,-0.648905,0.794127,0.507799,-0.1129,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,14.97
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.336673,-0.467402,-0.033,-0.649125,0.522362,0.735289,0.882404,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,30.29
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.080986,0.067187,-0.122636,1.308386,-0.191327,1.082324,1.934463,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,39.58
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.291794,-0.545883,-0.774534,-0.654628,0.48661,0.260132,-0.963015,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,0.34
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.345971,-0.54314,-0.729716,-0.654701,3.134349,0.487118,0.032177,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,3.12
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,-1.624068,-1.057556,-1.198269,1.473181,-0.479186,0.833649,1.084348,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,5.14
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.27445,-0.452184,0.239983,-0.651986,0.170985,0.748404,-1.007165,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,3.92
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.331488,-0.45006,0.015893,-0.65206,-0.137391,0.976398,-0.011861,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,15.4
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.306098,2.202713,-0.134859,2.437152,-0.906121,1.322929,1.040198,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,22.45
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.208472,-0.388744,1.666011,-0.649565,-0.002738,-1.431666,-1.613133,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,23.69
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.27749,-0.390691,1.706755,-0.649932,-0.221181,-1.200645,-0.617829,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,42.69
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,1.276634,0.731575,1.759722,0.684938,-0.914721,-0.850079,0.43423,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,54.83
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.378334,-0.501466,-0.782683,-0.652206,-0.282365,-1.429649,-1.613133,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,6.35
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,0.434656,-0.496954,-0.92936,-0.652353,-0.559904,-1.201654,-0.617829,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,14.16
-0.752083,0.000003,0.264299,0.945404,-0.398669,-0.438111,-0.211027,-0.869706,-0.063759,-0.163622,-3.000127,2.394801,-1.308277,0.127819,-1.137711,-0.854114,0.43423,0.563444,-0.15966,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,17.38
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.28035,-0.467225,0.248132,-0.648905,0.794127,0.507799,-0.1129,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,3.61
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.336673,-0.467402,-0.033,-0.649125,0.522362,0.735289,0.882404,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,35.08
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.080986,0.067187,-0.122636,1.308386,-0.191327,1.082324,1.934463,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,43.32
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.345971,-0.54314,-0.729716,-0.654701,3.134349,0.487118,0.032177,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,29.3
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,-1.624068,-1.057556,-1.198269,1.473181,-0.479186,0.833649,1.084348,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,37.57
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.27445,-0.452184,0.239983,-0.651986,0.170985,0.748404,-1.007165,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,0.96
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.331488,-0.45006,0.015893,-0.65206,-0.137391,0.976398,-0.011861,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,59.02
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.306098,2.202713,-0.134859,2.437152,-0.906121,1.322929,1.040198,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,70.97
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.208472,-0.388744,1.666011,-0.649565,-0.002738,-1.431666,-1.613133,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,35.14
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.27749,-0.390691,1.706755,-0.649932,-0.221181,-1.200645,-0.617829,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,37.65
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,1.276634,0.731575,1.759722,0.684938,-0.914721,-0.850079,0.43423,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,51.1
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.378334,-0.501466,-0.782683,-0.652206,-0.282365,-1.429649,-1.613133,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,3.96
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.434656,-0.496954,-0.92936,-0.652353,-0.559904,-1.201654,-0.617829,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,31.93
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,-3.000127,2.394801,-1.308277,0.127819,-1.137711,-0.854114,0.43423,0.830295,1.30054,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,48.71
0.432625,-0.443267,-0.507097,-0.022668,-0.891493,1.929855,1.535341,0.603809,-0.033733,0.123556,0.28035,-0.467225,0.248132,-0.648905,0.794127,0.507799,-0.1129,-1.421259,-1.145639,0.309141,0.957226,-1.050006,-0.462761,0.230766,-0.27466,0.969738,0.721067,-1.115021,0.780026,0.264945,1.021226,0.926532,-0.653141,-1.481912,-0.418783,-0.396509,1.323771,1.688278,5.01
