 additive_.C4_electrostatic_charge , additive_.C5_electrostatic_charge , additive_.O1_electrostatic_charge , additive_E_LUMO , additive_V1_intensity , additive_dipole_moment , additive_surface_area , aryl_halide_.C2_NMR_shift , aryl_halide_.C2_electrostatic_charge , aryl_halide_.C3_NMR_shift , aryl_halide_.C4_NMR_shift , aryl_halide_.H2_NMR_shift , aryl_halide_.H3_electrostatic_charge , aryl_halide_E_LUMO , aryl_halide_V1_frequency , aryl_halide_V2_frequency , aryl_halide_V2_intensity , aryl_halide_hardness , aryl_halide_molecular_volume , aryl_halide_surface_area , base_.N1_electrostatic_charge , base_E_HOMO , base_dipole_moment , base_molecular_weight , base_ovality , base_surface_area , ligand_.C11_electrostatic_charge , ligand_.C12_electrostatic_charge , ligand_.C13_electrostatic_charge , ligand_.C14_NMR_shift , ligand_.C15_electrostatic_charge , ligand_.C16_electrostatic_charge , ligand_.C17_electrostatic_charge , ligand_.C3_electrostatic_charge , ligand_.C4_NMR_shift , ligand_.C5_NMR_shift , ligand_.C6_NMR_shift , ligand_.C6_electrostatic_charge , ligand_.C7_NMR_shift , ligand_.H11_electrostatic_charge , ligand_.H3_NMR_shift , ligand_.H4_NMR_shift , ligand_.H9_NMR_shift , ligand_.H9_electrostatic_charge , ligand_V10_frequency , ligand_V10_intensity , ligand_V2_frequency , ligand_V3_frequency , ligand_V3_intensity , ligand_V4_frequency , ligand_V4_intensity , ligand_V5_frequency , ligand_V6_frequency , ligand_V7_frequency , ligand_V8_frequency , ligand_V8_intensity , yield 
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.27749,-1.386055,-0.390691,-0.455687,-0.720186,-1.738495,0.1853,-0.200008,-0.374495,-0.370445,-0.265452,-1.200645,-1.192851,-0.519769,1.203806,1.30054,1.415642,1.348991,1.386635,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,15.24
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,1.276634,-1.233398,0.731575,0.342904,1.019317,-1.894543,0.195203,-0.20189,-0.479017,-0.241722,-0.280068,-0.850079,-0.864323,-0.519769,1.203806,1.30054,1.415642,1.348991,1.386635,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,19.59
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.378334,0.692779,-0.501466,-0.420459,-0.719073,0.602228,0.198916,-0.30727,-0.605928,-0.514799,-0.265452,-1.429649,-1.423683,-0.519769,1.203806,1.30054,1.415642,1.348991,1.386635,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,7.79
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.434656,1.20912,-0.496954,-0.41983,-0.718146,0.654244,0.186538,-0.311306,-0.647841,-0.51821,-0.265452,-1.201654,-1.201472,-0.519769,1.203806,1.30054,1.415642,1.348991,1.386635,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,9.68
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,-3.000127,1.891589,2.394801,-1.341182,0.892294,1.070373,0.180349,-0.310386,-0.716429,-0.517714,-0.265452,-0.854114,-0.880127,-0.519769,1.203806,1.30054,1.415642,1.348991,1.386635,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,13.18
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.28035,-0.49256,-0.467225,-0.44251,-0.71963,0.082068,0.179111,-0.242168,0.293298,-0.414821,-0.265452,0.507799,0.538386,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,14.02
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.336673,0.198888,-0.467402,-0.441532,-0.718703,0.238116,0.158068,-0.24992,0.254299,-0.438797,-0.265452,0.735289,0.759639,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,30.59
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.080986,0.405424,0.067187,2.222539,1.572531,0.264124,0.138263,-0.260124,0.209824,-0.46231,-0.280068,1.082324,1.080505,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,38.16
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.291794,-0.070508,-0.545883,-0.408553,-0.720804,1.122389,0.523224,-0.364317,0.286935,1.281066,-0.280068,0.260132,0.260142,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,0.46
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.345971,0.311136,-0.54314,-0.407785,-0.719877,0.862309,-3.663073,3.690313,3.314976,2.602441,3.695556,0.487118,0.481396,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,3.87
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,-1.624068,1.007074,-1.057556,0.416224,1.42066,1.330453,0.336314,-0.383154,0.206843,2.043338,-0.280068,0.833649,0.801304,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,7.02
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.27445,-0.788895,-0.452184,-0.427935,-0.720681,-0.282045,0.540554,-0.25727,0.416006,-0.519403,-0.265452,0.748404,0.762991,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,2.85
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.331488,-0.128877,-0.45006,-0.426873,-0.719877,-0.178013,0.526938,-0.270149,-0.839555,-0.52086,-0.265452,0.976398,0.984724,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,18.87
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.306098,0.171948,2.202713,2.344377,1.768844,-0.099988,0.315271,-0.279797,-0.847995,-0.521092,-0.280068,1.322929,1.304631,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,25.07
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.208472,-1.826068,-0.388744,-0.45633,-0.72099,-1.53043,0.205105,-0.182975,-0.299728,-0.452077,-0.265452,-1.431666,-1.421767,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,21.67
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.27749,-1.386055,-0.390691,-0.455687,-0.720186,-1.738495,0.1853,-0.200008,-0.374495,-0.370445,-0.265452,-1.200645,-1.192851,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,48.49
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,1.276634,-1.233398,0.731575,0.342904,1.019317,-1.894543,0.195203,-0.20189,-0.479017,-0.241722,-0.280068,-0.850079,-0.864323,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,58.61
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.378334,0.692779,-0.501466,-0.420459,-0.719073,0.602228,0.198916,-0.30727,-0.605928,-0.514799,-0.265452,-1.429649,-1.423683,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,4.17
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.434656,1.20912,-0.496954,-0.41983,-0.718146,0.654244,0.186538,-0.311306,-0.647841,-0.51821,-0.265452,-1.201654,-1.201472,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,11.38
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,-3.000127,1.891589,2.394801,-1.341182,0.892294,1.070373,0.180349,-0.310386,-0.716429,-0.517714,-0.265452,-0.854114,-0.880127,-0.901301,-1.257498,-1.145639,-0.590997,-0.276049,-0.413591,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,24.42
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.28035,-0.49256,-0.467225,-0.44251,-0.71963,0.082068,0.179111,-0.242168,0.293298,-0.414821,-0.265452,0.507799,0.538386,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,14.97
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.336673,0.198888,-0.467402,-0.441532,-0.718703,0.238116,0.158068,-0.24992,0.254299,-0.438797,-0.265452,0.735289,0.759639,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,30.29
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.080986,0.405424,0.067187,2.222539,1.572531,0.264124,0.138263,-0.260124,0.209824,-0.46231,-0.280068,1.082324,1.080505,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,39.58
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.291794,-0.070508,-0.545883,-0.408553,-0.720804,1.122389,0.523224,-0.364317,0.286935,1.281066,-0.280068,0.260132,0.260142,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,0.34
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.345971,0.311136,-0.54314,-0.407785,-0.719877,0.862309,-3.663073,3.690313,3.314976,2.602441,3.695556,0.487118,0.481396,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,3.12
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,-1.624068,1.007074,-1.057556,0.416224,1.42066,1.330453,0.336314,-0.383154,0.206843,2.043338,-0.280068,0.833649,0.801304,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,5.14
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.27445,-0.788895,-0.452184,-0.427935,-0.720681,-0.282045,0.540554,-0.25727,0.416006,-0.519403,-0.265452,0.748404,0.762991,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,3.92
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.331488,-0.128877,-0.45006,-0.426873,-0.719877,-0.178013,0.526938,-0.270149,-0.839555,-0.52086,-0.265452,0.976398,0.984724,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,15.4
0.000003,-0.070762,0.945404,-0.398669,-0.603721,-0.438111,-0.163622,0.306098,0.171948,2.202713,2.344377,1.768844,-0.099988,0.315271,-0.279797,-0.847995,-0.521092,-0.280068,1.322929,1.304631,1.374737,0.042292,-0.15966,-0.806544,-1.045503,-0.949447,0.957226,-0.120792,-1.37714,0.699741,-0.27466,-1.591601,-1.325368,-0.077387,0.969738,-1.087005,0.531409,1.513452,0.721067,0.264945,1.021226,0.926532,-0.653141,-0.895436,1.721359,1.756769,0.942736,1.675731,-1.481912,-0.569719,-0.418783,-0.396509,1.323771,-0.419848,1.688278,1.585154,22.45
