 additive_.C4_electrostatic_charge , additive_dipole_moment , aryl_halide_.C3_NMR_shift , base_.N1_electrostatic_charge , base_E_LUMO , base_surface_area , ligand_.C5_NMR_shift , ligand_.C5_electrostatic_charge , ligand_.C9_NMR_shift , ligand_V10_frequency , ligand_V8_intensity , ligand_V9_frequency , yield 
-0.505119,2.172702,-0.467225,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,20.36
-0.505119,2.172702,-0.467402,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,38.92
-0.505119,2.172702,0.067187,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,41.7
-0.505119,2.172702,-0.545883,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.94
-0.505119,2.172702,-0.54314,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,14.9
-0.505119,2.172702,-1.057556,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,19.6
-0.505119,2.172702,-0.452184,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.18
-0.505119,2.172702,-0.45006,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,39.01
-0.505119,2.172702,2.202713,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,37.17
-0.505119,2.172702,-0.388744,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,31.62
-0.505119,2.172702,-0.390691,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,51.22
-0.505119,2.172702,0.731575,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,57.55
-0.505119,2.172702,-0.501466,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,16.17
-0.505119,2.172702,-0.496954,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,26.59
-0.505119,2.172702,2.394801,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,40.41
-0.505119,2.172702,-0.467225,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,16.97
-0.505119,2.172702,-0.467402,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,34.38
-0.505119,2.172702,0.067187,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,43.58
-0.505119,2.172702,-0.545883,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.83
-0.505119,2.172702,-0.54314,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,13.34
-0.505119,2.172702,-1.057556,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,26.96
-0.505119,2.172702,-0.452184,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.21
-0.505119,2.172702,-0.45006,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,39.8
-0.505119,2.172702,2.202713,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,66.76
-0.505119,2.172702,-0.388744,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,38.14
-0.505119,2.172702,-0.390691,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,56.52
-0.505119,2.172702,0.731575,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,67.97
-0.505119,2.172702,-0.501466,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,13.29
-0.505119,2.172702,-0.496954,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,32.52
-0.505119,2.172702,2.394801,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,47.33
0.000003,-0.438111,-0.467225,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,15.42
0.000003,-0.438111,-0.467402,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,18.97
0.000003,-0.438111,0.067187,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,16.82
0.000003,-0.438111,-0.545883,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,2.66
0.000003,-0.438111,-0.54314,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,16.05
0.000003,-0.438111,-1.057556,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,21.98
0.000003,-0.438111,-0.452184,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,7.64
0.000003,-0.438111,-0.45006,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,28.39
0.000003,-0.438111,2.202713,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,26.67
0.000003,-0.438111,-0.388744,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,29.98
0.000003,-0.438111,-0.390691,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,36.31
0.000003,-0.438111,0.731575,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,36.59
0.000003,-0.438111,-0.501466,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,10.54
0.000003,-0.438111,-0.496954,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,26.26
0.000003,-0.438111,2.394801,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,28.59
0.000003,-0.438111,-0.467225,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,16.88
0.000003,-0.438111,-0.467402,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,41.3
0.000003,-0.438111,0.067187,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,43.73
0.000003,-0.438111,-0.545883,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,0.66
0.000003,-0.438111,-0.54314,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,33.63
0.000003,-0.438111,-1.057556,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,41.49
0.000003,-0.438111,-0.452184,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,2.6
0.000003,-0.438111,-0.45006,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,66.02
0.000003,-0.438111,2.202713,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,72.39
0.000003,-0.438111,-0.388744,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,68.85
0.000003,-0.438111,-0.390691,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,82.18
0.000003,-0.438111,0.731575,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,80.59
0.000003,-0.438111,-0.501466,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,15.19
0.000003,-0.438111,-0.496954,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,83.87
0.000003,-0.438111,2.394801,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,86
0.000003,-0.438111,-0.467225,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,30.01
0.000003,-0.438111,-0.467402,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,51.4
0.000003,-0.438111,0.067187,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,50.14
0.000003,-0.438111,-0.545883,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,2.94
0.000003,-0.438111,-0.54314,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,34.96
0.000003,-0.438111,-1.057556,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,51.01
0.000003,-0.438111,-0.452184,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,15.32
0.000003,-0.438111,-0.45006,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,81.57
0.000003,-0.438111,2.202713,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,77.57
0.000003,-0.438111,-0.388744,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,86.69
0.000003,-0.438111,-0.390691,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,92.91
0.000003,-0.438111,0.731575,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,97.57
0.000003,-0.438111,-0.501466,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,35.56
0.000003,-0.438111,-0.496954,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,98.73
0.000003,-0.438111,2.394801,1.374737,0.563444,-0.949447,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,98.29
-0.443267,1.929855,-0.467225,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,5.98
-0.443267,1.929855,-0.467402,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,50.58
-0.443267,1.929855,0.067187,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,45.08
-0.443267,1.929855,-0.54314,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,42.12
-0.443267,1.929855,-1.057556,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,49.11
-0.443267,1.929855,-0.452184,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,0.71
-0.443267,1.929855,-0.45006,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,70.86
-0.443267,1.929855,2.202713,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,66.45
-0.443267,1.929855,-0.388744,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,65.94
-0.443267,1.929855,-0.390691,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,66.07
-0.443267,1.929855,0.731575,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,66.21
-0.443267,1.929855,-0.501466,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,6.11
-0.443267,1.929855,-0.496954,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,67.82
-0.443267,1.929855,2.394801,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,72.63
-0.443267,1.929855,-0.467225,-0.901301,-1.421259,-0.413591,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,7.84
