 additive_.C4_electrostatic_charge , additive_.C5_electrostatic_charge , additive_dipole_moment , additive_molecular_weight , aryl_halide_.C1_NMR_shift , aryl_halide_.C2_NMR_shift , aryl_halide_.C2_electrostatic_charge , aryl_halide_.C3_NMR_shift , aryl_halide_.C3_electrostatic_charge , aryl_halide_.C4_NMR_shift , aryl_halide_molecular_weight , base_E_HOMO , base_surface_area , ligand_.C10_NMR_shift , ligand_.C10_electrostatic_charge , ligand_.C11_NMR_shift , ligand_.C11_electrostatic_charge , ligand_.C13_electrostatic_charge , ligand_.C14_electrostatic_charge , ligand_.C16_NMR_shift , ligand_.C16_electrostatic_charge , ligand_.C17_electrostatic_charge , ligand_.C2_electrostatic_charge , ligand_.C5_NMR_shift , ligand_.C8_electrostatic_charge , ligand_.H11_NMR_shift , ligand_.H11_electrostatic_charge , ligand_.H3_NMR_shift , ligand_.H4_NMR_shift , ligand_.H9_NMR_shift , ligand_.P1_electrostatic_charge , ligand_V10_intensity , ligand_V2_intensity , ligand_V3_frequency , ligand_V4_intensity , ligand_V6_intensity , ligand_V8_intensity , ligand_V9_intensity , ligand_dipole_moment , yield 
0.000003,-0.070762,-0.438111,-0.20607,0.615098,0.27749,-1.386055,-0.390691,1.706755,-0.455687,-0.617829,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,15.24
0.000003,-0.070762,-0.438111,-0.20607,-2.887677,1.276634,-1.233398,0.731575,1.759722,0.342904,0.43423,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,19.59
0.000003,-0.070762,-0.438111,-0.20607,0.557348,0.378334,0.692779,-0.501466,-0.782683,-0.420459,-1.613133,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,7.79
0.000003,-0.070762,-0.438111,-0.20607,0.555311,0.434656,1.20912,-0.496954,-0.92936,-0.41983,-0.617829,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,9.68
0.000003,-0.070762,-0.438111,-0.20607,-0.645694,-3.000127,1.891589,2.394801,-1.308277,-1.341182,0.43423,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,13.18
0.000003,-0.070762,-0.438111,-0.20607,0.570986,0.28035,-0.49256,-0.467225,0.248132,-0.44251,-0.1129,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,14.02
0.000003,-0.070762,-0.438111,-0.20607,0.568563,0.336673,0.198888,-0.467402,-0.033,-0.441532,0.882404,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,30.59
0.000003,-0.070762,-0.438111,-0.20607,0.33689,0.080986,0.405424,0.067187,-0.122636,2.222539,1.934463,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,38.16
0.000003,-0.070762,-0.438111,-0.20607,0.539816,0.291794,-0.070508,-0.545883,-0.774534,-0.408553,-0.963015,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,0.46
0.000003,-0.070762,-0.438111,-0.20607,0.534041,0.345971,0.311136,-0.54314,-0.729716,-0.407785,0.032177,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,3.87
0.000003,-0.070762,-0.438111,-0.20607,-1.402122,-1.624068,1.007074,-1.057556,-1.198269,0.416224,1.084348,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,7.02
0.000003,-0.070762,-0.438111,-0.20607,0.556549,0.27445,-0.788895,-0.452184,0.239983,-0.427935,-1.007165,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,2.85
0.000003,-0.070762,-0.438111,-0.20607,0.553146,0.331488,-0.128877,-0.45006,0.015893,-0.426873,-0.011861,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,18.87
0.000003,-0.070762,-0.438111,-0.20607,-0.66387,0.306098,0.171948,2.202713,-0.134859,2.344377,1.040198,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,25.07
0.000003,-0.070762,-0.438111,-0.20607,0.608885,0.208472,-1.826068,-0.388744,1.666011,-0.45633,-1.613133,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,21.67
0.000003,-0.070762,-0.438111,-0.20607,0.615098,0.27749,-1.386055,-0.390691,1.706755,-0.455687,-0.617829,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,48.49
0.000003,-0.070762,-0.438111,-0.20607,-2.887677,1.276634,-1.233398,0.731575,1.759722,0.342904,0.43423,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,58.61
0.000003,-0.070762,-0.438111,-0.20607,0.557348,0.378334,0.692779,-0.501466,-0.782683,-0.420459,-1.613133,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,4.17
0.000003,-0.070762,-0.438111,-0.20607,0.555311,0.434656,1.20912,-0.496954,-0.92936,-0.41983,-0.617829,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,11.38
0.000003,-0.070762,-0.438111,-0.20607,-0.645694,-3.000127,1.891589,2.394801,-1.308277,-1.341182,0.43423,-1.257498,-0.413591,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,24.42
0.000003,-0.070762,-0.438111,-0.20607,0.570986,0.28035,-0.49256,-0.467225,0.248132,-0.44251,-0.1129,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,14.97
0.000003,-0.070762,-0.438111,-0.20607,0.568563,0.336673,0.198888,-0.467402,-0.033,-0.441532,0.882404,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,30.29
0.000003,-0.070762,-0.438111,-0.20607,0.33689,0.080986,0.405424,0.067187,-0.122636,2.222539,1.934463,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,39.58
0.000003,-0.070762,-0.438111,-0.20607,0.539816,0.291794,-0.070508,-0.545883,-0.774534,-0.408553,-0.963015,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,0.34
0.000003,-0.070762,-0.438111,-0.20607,0.534041,0.345971,0.311136,-0.54314,-0.729716,-0.407785,0.032177,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,3.12
0.000003,-0.070762,-0.438111,-0.20607,-1.402122,-1.624068,1.007074,-1.057556,-1.198269,0.416224,1.084348,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,5.14
0.000003,-0.070762,-0.438111,-0.20607,0.556549,0.27445,-0.788895,-0.452184,0.239983,-0.427935,-1.007165,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,3.92
0.000003,-0.070762,-0.438111,-0.20607,0.553146,0.331488,-0.128877,-0.45006,0.015893,-0.426873,-0.011861,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,15.4
0.000003,-0.070762,-0.438111,-0.20607,-0.66387,0.306098,0.171948,2.202713,-0.134859,2.344377,1.040198,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,22.45
0.000003,-0.070762,-0.438111,-0.20607,0.608885,0.208472,-1.826068,-0.388744,1.666011,-0.45633,-1.613133,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,23.69
0.000003,-0.070762,-0.438111,-0.20607,0.615098,0.27749,-1.386055,-0.390691,1.706755,-0.455687,-0.617829,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,42.69
0.000003,-0.070762,-0.438111,-0.20607,-2.887677,1.276634,-1.233398,0.731575,1.759722,0.342904,0.43423,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,54.83
0.000003,-0.070762,-0.438111,-0.20607,0.557348,0.378334,0.692779,-0.501466,-0.782683,-0.420459,-1.613133,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,6.35
0.000003,-0.070762,-0.438111,-0.20607,0.555311,0.434656,1.20912,-0.496954,-0.92936,-0.41983,-0.617829,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,14.16
0.000003,-0.070762,-0.438111,-0.20607,-0.645694,-3.000127,1.891589,2.394801,-1.308277,-1.341182,0.43423,0.042292,-0.949447,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,17.38
-0.443267,-0.548105,1.929855,0.008139,0.570986,0.28035,-0.49256,-0.467225,0.248132,-0.44251,-0.1129,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,3.61
-0.443267,-0.548105,1.929855,0.008139,0.568563,0.336673,0.198888,-0.467402,-0.033,-0.441532,0.882404,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,35.08
-0.443267,-0.548105,1.929855,0.008139,0.33689,0.080986,0.405424,0.067187,-0.122636,2.222539,1.934463,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,43.32
-0.443267,-0.548105,1.929855,0.008139,0.534041,0.345971,0.311136,-0.54314,-0.729716,-0.407785,0.032177,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,29.3
-0.443267,-0.548105,1.929855,0.008139,-1.402122,-1.624068,1.007074,-1.057556,-1.198269,0.416224,1.084348,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,37.57
-0.443267,-0.548105,1.929855,0.008139,0.556549,0.27445,-0.788895,-0.452184,0.239983,-0.427935,-1.007165,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,0.96
-0.443267,-0.548105,1.929855,0.008139,0.553146,0.331488,-0.128877,-0.45006,0.015893,-0.426873,-0.011861,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,59.02
-0.443267,-0.548105,1.929855,0.008139,-0.66387,0.306098,0.171948,2.202713,-0.134859,2.344377,1.040198,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,70.97
-0.443267,-0.548105,1.929855,0.008139,0.608885,0.208472,-1.826068,-0.388744,1.666011,-0.45633,-1.613133,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,35.14
-0.443267,-0.548105,1.929855,0.008139,0.615098,0.27749,-1.386055,-0.390691,1.706755,-0.455687,-0.617829,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,37.65
-0.443267,-0.548105,1.929855,0.008139,-2.887677,1.276634,-1.233398,0.731575,1.759722,0.342904,0.43423,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,51.1
-0.443267,-0.548105,1.929855,0.008139,0.557348,0.378334,0.692779,-0.501466,-0.782683,-0.420459,-1.613133,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,3.96
-0.443267,-0.548105,1.929855,0.008139,0.555311,0.434656,1.20912,-0.496954,-0.92936,-0.41983,-0.617829,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,31.93
-0.443267,-0.548105,1.929855,0.008139,-0.645694,-3.000127,1.891589,2.394801,-1.308277,-1.341182,0.43423,1.203806,1.386635,0.263884,0.309141,-0.61793,0.957226,-1.37714,0.230766,0.070231,-1.591601,-1.325368,-0.525429,-1.087005,0.674433,1.142689,0.264945,1.021226,0.926532,-0.653141,1.258717,1.756769,-0.896134,1.675731,-0.418783,-1.305512,1.585154,1.066551,-1.023661,48.71
